slp:resource_uri;org:role;org:postIn
1733214f-f109-4264-92d6-08efa8870f5c;a9f035d4-0a16-4d84-b009-743bde937a4f;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
9def0d97-2519-4d93-b10d-8686b10fedcc;a5f81e95-8ab4-4b16-a2c2-3f3d9fead34e;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
0e02ba1f-a11f-4106-9775-20ff7fb98118;4e06de02-6998-4c96-94b3-bfb0ee4b3907;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
0fd6d5f5-dd3f-4182-a440-66dd083286fb;d7534d1e-ea5a-4fb0-ba26-6a98c17c4987;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
79eee267-68bd-4473-b409-1be5c7e237bb;31496a3f-0a3d-4d73-8780-9b1626a4f2fb;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
0e665b09-9375-4d6d-b820-696a44413e48;9ebd2faf-4df0-4fd3-9cd9-4ddce3dff49c;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
d78452ed-815e-449c-b6cf-232516c32a80;d3f646a1-ea8e-4a35-bdff-3a9600cf8550;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
8b4113a6-37fe-4ace-942c-c8df7afc6028;a25ee61b-ba5b-4533-bfe4-5b9b499c436e;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
9606f71d-b8ba-4e39-ab93-251e5305df65;ec02ca8e-c5ba-48b8-8d18-512d1b5b636d;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
7437d8a1-beda-428c-9b58-9502428c6279;604ea0e5-e530-40ee-9b53-ebbfddeb02bc;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
9a4336eb-4f39-4b22-9218-4d163ddfe987;44d9b1b4-8433-4d0a-b927-cbc2b5881eca;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
a745a139-7c73-4d10-bc64-058140462a4d;1bad12e2-51a9-4c35-b412-b8dd672e0cd8;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
72c790da-f2fa-4dc1-b48f-ef8bf47460e9;4a02e561-fd92-4df6-beaa-1a6553cc9bc0;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
e3a98886-9843-4627-b559-d0ce35116777;0bca2930-cf61-49ac-87a1-0ed8e628af24;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
dce408af-eef6-4a4b-a78f-c63859653111;a40b1fa4-bcfe-4e15-a023-a05cd80a6c8a;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
31584cde-01e7-49f8-a8c7-76dfd1d6cf3a;0d656514-2e0a-41b1-9b93-e4fcb6d90db9;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
c6e40d74-c3e2-4893-bb0a-6698cf8e0d44;0a5bd7f8-a157-496a-94af-8154537f8a49;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
f9e07921-a682-48e2-be94-431eae24f1a7;f6d0a814-5e39-430e-bb3e-c9038370d66d;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
7942c475-2e38-4dd8-9e87-40a97e15d773;3873a39c-66db-474f-98bd-34ff3b52849c;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
92144834-ec3f-4d12-8bc7-8226e68df76b;58e55491-7217-4dae-9e4b-2daf27697c96;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
3c662d87-9f71-4522-932e-38015b6d310c;245a43e5-d774-4d70-820d-42859c7b8907;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
02129b8c-c6a7-403b-9c78-5883de39f963;0d68d3b5-febd-4df8-b4bf-f29634c026c0;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
ff92d7be-0f10-4212-910b-c105107f69f9;57e2bceb-5495-4289-9eb9-8f1682718831;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
fd14b802-baef-4b4d-bea6-71c0b72856f7;cb18a96f-1b68-450e-943c-1886402e8b68;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
e567e6d7-8d2b-479b-b6c4-047cc1251284;afc19d97-cea3-481c-a461-600689780d13;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
507cf48c-39a2-4c2a-88d3-4b99340b0c0f;89cfe2be-5240-4733-81f9-044d9ca510a1;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
c59479b3-e868-40f8-b967-b204e79c3dc2;29e1eb0d-8c3f-4472-94b7-2190387957b0;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
7ae0226f-0350-4880-813e-84c9337ed61f;f750035d-7888-467a-baae-fa31728223b2;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
d5205b57-f748-4fbb-925e-bdbf09b208e2;778e4636-d296-477b-9dfe-d2de4fec0679;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
146b91de-53de-4496-b8d4-888ff912c3ab;d49cdbff-7d58-43ed-9155-d557755d261e;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
b0b0557f-9d40-48f2-a05c-516b4ba2f068;c503952c-e90a-4275-8d44-b6f0f76f2a7b;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
4abbbc1b-9497-4ef8-abfe-e797e62d6c9a;f1f18d7d-1f7d-48af-be9d-7c245a662ab9;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
3e1ab236-2833-46d1-ab3c-1364934e164c;98ebf5a1-ec49-4641-bb10-62be8eb85276;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
895f8d94-3b40-4686-9d84-a7141c395258;46251b52-a5ae-4d95-9b0f-070f320fdaa8;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
e6c1a376-e04e-40c1-a176-2d45ec861286;341b3b30-702c-4e87-b501-8e216f86560e;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
1601576a-e598-4032-8666-62b77afca6b7;c739cef6-1e94-44dc-a455-cd64701e8b44;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
3a9c31af-9d96-4624-afcb-1757f7301643;96fafe21-1c60-4244-9cae-11c08009e64c;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
56c55d29-d906-4de5-a2a5-bd64f85a639f;e536a5ba-219d-4c6c-b9f5-7728e15f3f7e;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
d4a5c8b7-6385-42d8-b1c2-79d38a5f1d6e;99dbf0c6-073b-47c1-828e-585f0a473b54;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
fe799412-394a-438d-84fc-f6b449b7c73a;5a884710-eac6-463d-8aef-77199edf2ff0;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
39224387-d2f3-447b-8451-9347272d0ab0;c9297d91-06be-456e-8e5c-dc1e2461800a;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
0901dc90-33d2-4c6a-a98c-7eff37501f8d;c0703221-9422-4758-b0b2-1a2a83890929;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
0cebf95c-c914-4a24-8b10-e11786f9e973;3370ca2d-823f-4a16-880b-120e621ee279;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
fdbe5847-1605-420d-9432-690d05b88d16;0aeac33b-7815-42d3-93d7-ff03a268a433;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
ae1d3701-27f9-4551-87d9-0e40f881e1f4;e14382f1-40e9-42df-a7c2-43083e08ad01;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
9f29240d-7758-4eb4-85f8-828580a06048;4497a377-1a2b-410f-aa37-7ad8e6b0e539;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
21b31cd0-0891-4284-bbc2-5d6a38003254;c4821bf8-2da8-443a-a1e2-ba5691c16b3a;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
c915f39e-84d2-45c4-b906-7d8bcb8ed8d0;3123c46b-de29-4a11-befc-08161b3a80ad;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
b201978a-956f-4282-8910-0b3982cc7a1c;ba3aadee-c489-402a-b70b-cc6c1170068f;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
d99d8040-7f2f-4e2d-b9cc-d983b541bea4;f426e03a-9a4d-4d14-be3a-796327643158;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
b1abb375-92b9-469f-8d58-55c5449b3a17;35f03604-1fcb-4c36-b0d3-308e659f6459;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
f5f4982a-50a5-4b41-940c-b81eb9710464;39b86d24-bba2-4fa6-8c67-aef5eb2909e2;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
4949f27a-aa39-4570-ae07-d07f79e05672;9b2b4e03-2453-45a9-95d1-11a15733c629;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
2920563e-05fb-4407-9777-12635ecfadc8;6bb8a847-d969-4d42-8574-e5ab61efae42;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
315474f2-ed79-4d4e-98e6-f0f49d38630f;9813c669-8210-479b-b8a8-904db4893c27;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
4889da6f-85ab-4663-ab73-d9ebe6bc851a;59c5b248-36a5-46c4-91c6-2e1952603805;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
12651b70-84c6-4b82-8e80-f9d11c7984bb;6e053545-68ce-4da8-84de-0b4c0fd3ee8b;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
949ef47f-ac71-4eff-8be3-a8ef7841aa9a;4e48d437-433b-4eec-8537-c923df85d734;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
2a219585-2823-472b-bf60-a3b1ffbb3de6;5bd94c9b-afd4-4690-93d1-e1ffb33f44a5;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
56ccbedc-b156-4091-9fc7-ce651e9669e9;164785e1-6f47-4d83-8ed9-5c3d62872227;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
ca9ee97a-c81e-4f66-9cfa-b8be19d58f70;82d68a80-ee69-4d43-9754-afa33798b223;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
c5ed2757-9276-491f-9e5c-bbb111c1554a;0778610a-0436-42cd-aa38-b6da6d3ca717;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
096b778e-9f4d-4ca7-b986-c7c952c3aa49;709aa04c-14f0-4a47-9c83-cdcfbb48e2f2;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
88ca0e65-8b2e-49bf-944b-a0cac9a241d6;c79da5e7-e9bd-460a-808d-a67f81f707b3;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
d621c883-5be8-4c7a-b9bd-5d4765d70cb8;e0484aca-f9c4-4fec-8bbb-f887f3b1361b;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
840757a7-234a-413c-9363-449678d92d1f;2130741f-097e-4f28-bcd1-2b597bc6af36;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
a81b193d-4a5b-4c05-86ee-48246feb23d9;43b7a1f5-2330-41b5-9ab7-093b5f88de7c;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
81a13330-bb78-47b2-ad67-f6d4c51adce0;2073ea40-c957-4f72-a2d1-674a48615a0c;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
5076ad5a-3a32-4b93-a1f6-82d7074f108c;4146c0cf-72f4-42a8-8d83-048db505ea94;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
edcea891-b32f-483a-bd45-29e8daa62d46;330061f8-1be5-4766-8249-c4eb4b523546;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
97802a2b-8b47-4ebd-a722-1fbc7bbc9739;282dd4d9-f325-4073-8a16-f4af85640de3;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
c94ace24-618e-45f1-8b46-9108822cd0a4;0585ccec-2353-4c5f-a153-0295be4b8abb;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
393ba986-7c4c-4540-99f1-1fc6b7f7e70e;3f1b9df9-e2b1-47d7-a92b-337d9208a033;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
8b224742-c76f-4ad0-90bc-d59a225350a9;e8ab2982-1644-466b-962b-be872c533933;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
fc875fd2-40b4-47f6-9d9f-1eb1bd68734e;1e036b96-c1e6-400b-9fbe-1e6c2708646a;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
76085c35-190c-445b-821d-353a8632038b;0c620bff-eb6a-4e7e-ac01-8c212d863e0d;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
0d22da7d-043a-486d-8166-fab64066bbb1;62c9f3fd-e507-4585-ba0c-0091cbba1877;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
c55860a0-7f5a-46b8-bcc1-17d8b47d91b7;e0bd1090-bdd0-4523-b7d7-0709ec0d774b;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
ba3a73a2-8d4b-4158-80ea-11b1f54d6621;f194b931-3e9d-4351-9846-4af28486e987;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
faf07fbe-07c6-400f-9029-add185791542;99ae19a0-be8e-4357-8ae9-d08f35ec3799;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
55802fa0-cbcb-49b5-a9d1-e9c861ba1544;0fa0f350-b34e-4ba6-8e3a-51905b311379;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
0f25052a-dde7-4814-b719-d528bb2a8772;b6b2ec51-8734-4bfc-8710-2456b71d83ca;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
6e95bd78-fb8d-4304-9d4c-2f250fac9549;0455a836-9283-4a1e-a6d5-7b842a4c29ec;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
83d68cf3-1828-4116-8145-5caa0aacabfa;c76abc4a-28f2-4a94-8ba8-5994e1b5ed8f;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
fca783b1-223a-40ad-becd-d916277f6e72;3b139760-3194-4af0-a1d5-118a35600709;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
4c54014c-1c19-4587-a9ec-d2571983369e;88584302-2972-4c26-a5f9-8d1c8bf647e1;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
fe00dbc3-06e1-4014-bc82-f7553f6c7938;72e14da5-a73f-447b-8a7d-32dced16d8a8;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
bbae672a-f2fd-49b4-862b-e543976c1610;5736a8e4-67c8-42a4-8bb3-9b59af59b64d;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
fed6e057-14e4-444b-ab73-9f3a6078cfeb;9ca4a06a-7d92-494b-adb7-945fda6c3be4;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
95fdcaa5-8fc4-4657-9c0e-2f350047e4dc;2485ac2a-cedc-45cb-b4e1-92f9d4476710;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
0b8796ca-299c-4417-ba6a-f955e418642a;136a1e7f-40c5-49d2-87b2-ac2a5b664da2;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
b61bfe56-b1e7-4c8c-8aad-201b783c10a0;93376097-9ee7-4f9f-80fc-917869f73bf8;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
1e02c8aa-1e8e-4645-9b64-eb738f3783c1;0fa30685-1560-42eb-b47d-738c75ed1071;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
6f5551fa-8186-4742-811c-5391bf777dda;2ed7ad5c-7622-4462-8982-305b425cb544;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
9fed24df-3358-4fdd-8b91-7f8a58db78d3;2c8b7d19-a684-4388-a173-4e95fcbfef9f;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
34f3746a-5f64-46d7-9a63-90ab306c8545;3bcf30b1-54fb-4c24-a6d9-5fd9d90488c9;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
e9199815-6cea-476a-9683-df5794dc10f1;f22951ee-c613-4a42-81ae-964cdbdf38e7;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
3a5d1a7b-d140-4d01-ad06-2cda1ab356d3;9166b44c-f940-455d-a952-407a05e9fdc1;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
94220653-6ea5-4263-9bcd-836f82087fcc;8cc5de2b-fcb8-43f7-a528-b28472aeed02;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
cfb4485e-c43c-435b-8d60-9581723845e5;8aaf4c3b-2e5c-4b2f-a879-1bf0d3e26da7;c8f660fd-7d0b-48e5-8513-2f7f0bb5f91c
