org:member;org:postIn;org:role;org:startDate;owner;resource_uri
87;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2015-01-01;;d043523a-0c89-464c-8a32-1f0547fb898a
87;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2011-02-01;;d043523a-0c89-464c-8a32-1f0547fb898a
4935;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2012-04-06;4543;8bf08042-bb0f-4c5e-90e7-a6bfa9b505e4
4935;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2011-01-05;4543;8bf08042-bb0f-4c5e-90e7-a6bfa9b505e4
4873;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2014-07-24;3399;0961bb2f-61b2-42d6-80bd-5dd475812db7
3634;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2011-02-01;;bb721aa1-a7e7-4fb1-8b66-e5f58503061a
1189;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2007-02-01;;173fb850-f94e-4916-afb4-a4bc55a2b773
2632;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2015-01-30;35;3eb359b5-efa9-4d53-8f07-793b5b205da1
4525;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2009-01-11;;a852e328-fccd-440b-8069-f677724d9b21
4525;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2007-12-28;;a852e328-fccd-440b-8069-f677724d9b21
4525;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2007-02-01;;a852e328-fccd-440b-8069-f677724d9b21
612;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2011-02-01;;a51dd907-3270-404f-8f97-213932e0f6c3
4780;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2008-09-10;4525;a852e328-fccd-440b-8069-f677724d9b21
4780;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2007-08-30;4525;a852e328-fccd-440b-8069-f677724d9b21
20;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2007-02-01;;435ada0f-c23e-4d74-99f9-f4fb27de70d0
765;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2007-02-01;;e4325837-7246-44c2-973f-f7fc676cee77
4969;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2017-11-22;3;12227bb8-7278-481f-9b67-a58ef9f99f1f
394;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2007-02-01;;deac66fe-6199-4955-8e03-e1a3143c3754
17;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2007-02-01;;6965e818-2d62-4e55-8554-efb2386f372e
4767;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2017-01-02;3366;c8d2d600-498c-417d-92a4-2a74e9c66d5d
4767;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2016-06-06;3366;c8d2d600-498c-417d-92a4-2a74e9c66d5d
4767;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2012-03-06;3366;c8d2d600-498c-417d-92a4-2a74e9c66d5d
16;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2018-04-20;;6fc91c48-f512-4965-b042-97de32ab4078
16;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2015-01-01;;6fc91c48-f512-4965-b042-97de32ab4078
16;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2011-02-01;;6fc91c48-f512-4965-b042-97de32ab4078
4994;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2016-04-22;;06312159-0546-4f24-9d3d-bfb500816ba5
4994;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2011-02-01;;06312159-0546-4f24-9d3d-bfb500816ba5
5178;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2015-01-01;715;aea5c41d-9c61-4dc1-9709-e147d063b754
5178;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2014-07-17;715;aea5c41d-9c61-4dc1-9709-e147d063b754
3399;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2011-02-01;;0961bb2f-61b2-42d6-80bd-5dd475812db7
4721;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2014-11-22;;828a116f-4eda-4360-9971-1b00b0d1fe8b
4721;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2012-04-05;;828a116f-4eda-4360-9971-1b00b0d1fe8b
4721;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2011-02-01;;828a116f-4eda-4360-9971-1b00b0d1fe8b
3360;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2011-02-01;;36dc5146-95fe-4594-bce1-2cd97bfe278d
4877;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2010-12-17;4535;57d7b25b-5ac1-4213-8b35-42cf11f0b58a
4529;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2008-08-01;;b8ec4173-dfa0-4777-8a71-234a9a8d8253
4529;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2007-02-01;;b8ec4173-dfa0-4777-8a71-234a9a8d8253
5164;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2013-12-23;916;01fd1fdd-9f57-4c1b-9350-206e26478357
5164;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2013-02-08;916;01fd1fdd-9f57-4c1b-9350-206e26478357
5164;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2011-05-03;916;01fd1fdd-9f57-4c1b-9350-206e26478357
5197;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2017-01-05;;cb57c9a2-84b9-4221-9f13-2ac726468d1c
5197;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2011-11-08;;cb57c9a2-84b9-4221-9f13-2ac726468d1c
5132;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2015-05-19;5002;29abd506-f4b8-4225-b137-9584c01e406a
5199;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2016-09-08;5197;cb57c9a2-84b9-4221-9f13-2ac726468d1c
4983;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2012-07-03;4981;a21390b8-5139-461b-9e95-c6dfafa56ca3
4891;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2011-06-28;527;3fd5eb1d-da1c-4a83-93be-44e70bea86b6
715;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2016-05-09;;aea5c41d-9c61-4dc1-9709-e147d063b754
715;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2014-11-15;;aea5c41d-9c61-4dc1-9709-e147d063b754
715;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2011-02-01;;aea5c41d-9c61-4dc1-9709-e147d063b754
3;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2018-03-23;;12227bb8-7278-481f-9b67-a58ef9f99f1f
3;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2011-02-01;;12227bb8-7278-481f-9b67-a58ef9f99f1f
5150;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2012-10-08;5000;79cbeb36-6376-4a5d-9111-b808c6b516df
4897;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2014-07-16;394;deac66fe-6199-4955-8e03-e1a3143c3754
4869;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2011-01-03;3868;fa38fb81-c305-482a-822b-f2ff03d2b18d
4837;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2010-12-21;982;7976650a-d805-4d23-9b1f-c5414525a257
4988;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2011-02-01;;8cd8bbe9-c339-472a-b059-297ede558e21
945;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2014-12-04;;7245909a-40c3-4b79-a0e5-346a6861944f
945;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2007-07-25;;7245909a-40c3-4b79-a0e5-346a6861944f
945;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2007-02-01;;7245909a-40c3-4b79-a0e5-346a6861944f
4527;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2011-07-08;;5c8fc308-742f-4dc9-9070-c95969ae1cbb
4527;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2010-04-01;;5c8fc308-742f-4dc9-9070-c95969ae1cbb
4527;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2007-02-01;;5c8fc308-742f-4dc9-9070-c95969ae1cbb
4815;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2008-09-15;4525;a852e328-fccd-440b-8069-f677724d9b21
5140;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2017-03-09;846;767e341c-c713-4b57-8771-017eb381153c
4981;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2012-10-30;;a21390b8-5139-461b-9e95-c6dfafa56ca3
4981;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2009-11-05;;a21390b8-5139-461b-9e95-c6dfafa56ca3
846;81311052-e5b6-46fe-87ba-83865fa0ffb0;d57a29ff-c69a-4b32-b98a-3dd8f204c0a3;2011-02-01;;767e341c-c713-4b57-8771-017eb381153c
