cam:finishDate;cam:siglaUFRepresentacao;cam:startDate;org:member;org:role;slp:resource_uri
2016-05-12;RJ;2015-02-01;d09ebab4-9a44-4c56-bca1-04eb6143d582;a1c5097b-8329-4b54-9c57-f945b16564ff;bd0f6791-df51-4daa-b6cd-0a7e55b5cb75
;SE;2015-02-01;83c8d79e-ae68-42ce-a1ec-af2186a93bbb;639d77ad-5a9e-4be6-aa3a-dcab320126f4;813b538b-25de-477d-9020-48cc1417acea
;RJ;2015-02-01;94ed6a79-7705-481a-857a-c230893dfdb0;d2db299d-7191-4417-a07f-e555c31041ed;7048dbb5-79f7-40a1-8e02-9b2a7123ee5a
;PA;2015-02-01;768e030a-17e8-4d5d-b801-114524e133fc;f7cec426-1f9c-4638-a755-6fb6c40e02cf;d7790afd-f3b0-4be9-b170-22c6f7224b6d
;PI;2015-02-01;aa587dd2-8931-4000-8827-8d0a96390ad3;ac2e589c-2d18-4002-9d45-19ee721ad247;2267268f-bfd8-442a-a1b6-eecaef2766c9
;PA;2015-02-01;3ac0e321-edb1-4cb1-a10e-3b3cb4907223;4b42dffe-f67b-4451-b2a2-1bf24ba5c17a;ba6bb4d2-dbff-45ed-8ba8-682b0d77edd7
2017-07-13;PE;2015-02-01;dbd6c6f0-244a-4498-9467-aae7842d7b15;6bef493a-ae9a-43e2-a08c-406db35fd4f4;b1f4ae43-0f18-4ee4-b776-f650f01afee5
;GO;2015-02-01;7d1e5d4b-1828-484e-ab29-5f08712c2773;e93c7d0c-cef6-4acd-bf14-010358b28cf3;f4b3718e-484c-4399-9f71-8917586154e2
;RS;2015-02-01;17abaab1-3d31-4a42-a426-d496764cf962;2cb6b7dd-1f4f-441b-9140-dcd3f9979db5;4818c518-56b0-4de6-9eb4-43d49ecaf62d
;MG;2015-02-01;11fc57dc-d700-4928-993a-d907720e180d;39ab7e6b-2c25-4229-8605-94ca843abe96;dab7aa0e-66bb-44ba-9772-339dd92e4d81
;MA;2015-02-01;0177472e-06b0-448d-84ba-494ac45efca3;b1892ad3-711f-402e-83b2-1c54feade684;a7a63ba0-b92a-4378-a95a-770e5e22ae57
;MA;2015-02-01;d8868f4e-64d2-4815-92b2-b4e1bf8477a3;0c2f3b05-c206-4f90-a582-f659bbb5d4e3;e090db59-2207-4c7d-a54b-096c4f23e08e
2015-02-26;MA;2015-02-01;c2957e30-5fc5-4395-978a-dfc0787bff40;d09b973c-8082-4cee-a0f2-f5016927a24c;fc9bc909-ba44-466b-9ff4-31937242bd58
2015-04-09;MA;2015-02-01;c2957e30-5fc5-4395-978a-dfc0787bff40;00dc09fb-da4b-4ffe-a9fe-c43dd8ef4b24;c9f78070-1d41-4147-a776-f0a3ba031b14
2015-02-03;BA;2015-02-01;5604b4ab-c2cc-4eae-8880-bbc9c07e0dd1;997864af-8df0-4d4c-899e-dfa8a087cf70;bef8a54e-013a-4e4d-b299-eb1b4c2df710
;TO;2015-02-01;cbd3e10f-befd-4980-99ba-52e41b540121;8ea2ab66-fdf3-4fd8-a42f-ffee9059c6fa;9ef8684d-d510-4695-8091-d18536ecbd02
;PA;2015-02-01;ef275957-ca06-424f-855d-331148e7826b;fb995119-b1e5-4614-9e21-5b65d1804ace;d4ebd153-b72f-407a-9d8c-d1d85385314b
;BA;2015-02-01;3df2b21d-ca9c-475f-92d0-cfe8d0b3bf58;3e89d05c-566b-42ef-99b0-000c15814c03;7a889b95-0c8e-4cd6-bf36-feb4938bd1e2
;CE;2015-02-01;2e68f685-a86b-4632-9134-1fb18ece25f5;55366c5f-10aa-48cc-ae46-9ddbeb7c2e89;f5145c03-a9d6-45c5-b084-ce7b31ccc745
;RS;2015-02-01;ad47848b-d138-423c-a7c5-e0d9a6f8192a;798beae7-de97-4f90-adc2-f270d9ee4630;c7f2ef37-2360-4c37-ba52-4d196eac90e5
;BA;2015-02-01;87c348e4-2795-4bab-9f85-cf18a5d02c8d;4160bd41-7b8c-45fd-b5bb-a96473c82fb7;d32215ab-e381-44bb-8d7e-72e297e62c30
;SC;2015-02-01;0b20910f-e5c8-40d8-8315-694a9cbd87c7;24d2a637-f2f7-40b9-910e-051df4e182b7;a58ea8e5-a59f-4075-9c29-78b4e6ee34f0
;SP;2015-02-01;61500541-4d02-469b-ad75-5a2c044c3342;793bcc5d-d12c-4ebe-b09b-83eba8c312da;c5bcd5ae-365a-4e01-a42c-c88d7c825ba2
;BA;2015-02-01;deef33ed-7326-46d4-ad50-37232d289367;9b14e900-d045-4d94-9012-a6b3f426e884;e74b02ea-d802-4a3a-ac0f-e82ad89644db
2015-07-03;SC;2015-02-01;ff3be8dc-c759-4227-b264-6072197fd76b;43559768-f7f9-495d-a13d-be633d24de9c;f8427ebc-1d0a-4544-96bf-af1c2d8767bd
;BA;2015-02-01;430d6fe1-8134-490d-85f4-62aa9cb2e526;dceea160-f6b9-45f7-9e31-6409966bd679;38570143-c328-420c-9c42-9b616070897b
;PE;2015-02-01;69a4f830-fd74-4778-a318-78c033fb9593;2dea5182-cd84-4791-a0a8-ee095e7dbc21;47faf071-48dd-48b2-9076-3dba4bf4bc6e
;SP;2015-02-01;a15e98d9-5dad-4324-a704-872a3ec3be90;be5c3584-1642-462d-a079-f95b221ac36f;4fdb31f5-7664-40a0-9a4b-62442a6b57b0
;SC;2015-02-01;ef88b2a3-a483-4e9e-8f0a-042a3492f1da;6c01c27d-375b-4b5f-ad00-5e26f97d8809;82d08ea2-b80d-4c06-8ea0-baddfda4e76c
;SP;2015-02-01;b83d841d-8b61-4430-84fa-fb62464c1913;30af156b-734f-4c2f-b725-d402e5cd5774;c6fe984c-9b21-4b22-a141-617fa0b26ac7
;SE;2015-02-01;d0c2f528-5304-4298-a13b-1a0df6216067;ee09e796-0a63-4d96-9c54-efbf07d25a83;0c2dfeba-d970-4d03-98de-359bd25750c4
;PA;2015-02-01;b5479454-154d-49c5-a411-2b8c27149591;7cf4985f-f4e0-4cde-b633-3152503e84cb;f26b57c8-b296-4f0c-a7c5-a0863ff45626
2015-02-05;SC;2015-02-01;aba76689-3af6-406b-9266-138eeb70f591;cc85b09d-c729-466a-824e-e7e42dc293d1;93bc79b9-6a45-4348-9c47-a3f2abd7646f
;MA;2015-02-01;b9b0b1f6-f126-4745-8f2a-1459e9de0b60;ddb9a82b-e558-4d94-a4b3-581aeb9b45dd;d1af28db-06fe-43a4-9d83-84ef2d4bb800
;SE;2015-02-01;5ac68b0d-d463-4151-8c9c-d474a5dbb4f5;610885af-232e-4b74-9691-775d8ef445bc;87869642-9799-435b-9667-88d268a32245
;BA;2015-02-01;fa83e7ab-73d1-4129-a4cc-6937398f67d4;ef0ff647-693f-4bed-b6d6-f053e72964dc;2ac0cc01-50ad-484c-8799-0469feb8093b
;GO;2015-02-01;a8320577-9c02-4499-82cf-9674c0fead7a;0436e24d-7fc8-4723-8373-f7786ee60721;eba05529-380c-4664-9be7-83fe1b48b69a
;PR;2015-02-01;586f3917-5dda-4f38-a305-07e2d40df0ec;15092ccd-64b1-4874-8f40-73e407e0bd0c;682a6347-5d4e-4882-9efb-97fed94a77fd
2016-12-11;MA;2015-02-01;8dcb593a-7083-47bb-8ea7-4114ed8603ae;be1a4634-dd24-4a10-bdfb-1478014198ab;ee266817-fec5-4375-9b64-6e7ca59f7669
;MG;2015-02-01;87309da7-a1b7-49ea-af47-9a034d3a998b;879d4e21-c667-45a8-9b27-a0f0e61bfe10;c1566abd-a084-4e13-a21a-e560ea1e0447
;AL;2015-02-01;b29a1633-7fcf-458b-b3b1-04e04ae2f2af;a783733e-34da-4d84-a94b-4c8fea9669a0;bf9d4b07-ad22-4d2b-b99d-3578456a4d25
;BA;2015-02-01;e22525c9-6ff7-4e0d-8dc0-9a05a8ad4d37;20d7c974-1557-4273-915c-b90aee4a3e7a;e1aad793-e1d6-4cb0-aa17-ffd9d74bf98f
;AC;2015-02-01;fffd7fbd-bcad-484a-b237-b7d6c22847fc;e65a6d43-bda1-44ce-8415-91e35b270fdb;06e85dcc-b413-4c4d-ac28-8d73b8537c58
;RR;2015-02-01;c42ba4c3-eb25-4618-8c6e-c39f2fca8d4b;00093269-413c-41d0-870a-68cbed95a934;c97a2ef2-0f63-40c5-810b-9c98f229dc4b
;SP;2015-02-01;216e1c45-0baf-4caf-9961-2e075aedd7a7;ea77bb4e-4f44-4b5a-8a18-8cd755252bba;50da71b1-d656-4b5c-9c36-43f783dbd81c
;PE;2015-02-01;86e78af8-6454-4683-a807-9cd436dd6f9d;fd82cce8-3e07-44bd-8456-c9ab4ddeb849;fdeeb3db-afff-4db7-a3b9-b6a0df9975c9
;RJ;2015-02-01;22390617-8e76-40de-b1e9-e8ae25038ff6;158f050a-e653-4b7e-8770-c72bf08fa06a;674f448a-938c-42c5-83c8-edbf520e0591
;MG;2015-02-01;e8b3467d-ab12-4846-8338-e25fd8bc2da6;a4b9f778-3058-45c1-a25d-811e035d05f3;0ff9bdb5-183f-4cdf-97ff-1f781b7b8e3e
;RJ;2015-02-01;434624d9-87a5-428c-880a-be1058b936cf;2a664405-af93-4053-8908-367e31e9c9d9;ecd72819-99c7-4539-a0d9-fc2a6f0eb590
;RS;2015-02-01;0d3e39a0-3462-4f3b-979e-469bc2e49b95;fecc9e2f-86b9-440d-9da5-6cbf943765cc;75d53a69-4098-4571-b9f6-ddd1aa9ae16c
;SP;2015-02-01;ba67cbc5-ed65-4d37-9024-bd6a45183a5b;7e0fda3e-7700-43a0-a26e-f01b83fd402b;2f354be4-8c70-4ef6-a914-79a57fac6da7
2016-04-18;BA;2015-02-01;79864b9a-c1cc-4244-8c61-a2fc28504ce2;0e1cca2c-53a6-477d-acdc-a9431096f3cd;dd2e772f-e37b-4563-b425-b0ae4f9d0006
;DF;2015-02-01;0259d6a1-5608-4c59-a585-0a3cfeb5e315;6a83a1f8-bad9-4f1e-9a63-169fec595253;7cb1e5af-3337-400b-9ed2-99e2293c5e26
2017-01-01;RJ;2015-02-01;8634cd1d-5eb2-4ce1-b32e-d869ced1ef65;274b391f-b4d3-4499-8228-4ff627275c73;920f1038-ae0b-47ed-9519-ff4019f90d26
;TO;2015-02-01;4c90f154-beb4-46fd-b262-2165850899e1;dccbd243-afd8-4400-926f-2dbf04ee24f5;ea258edd-a1f4-4a21-a2f7-562a3944f9e9
;PI;2015-02-01;506bd908-b60f-4864-9d64-58110734fd45;700a799a-6c78-4f47-936e-5bf87701eea2;04db1c8a-d613-44ae-9981-fada4ff3f98f
2016-07-14;GO;2015-02-01;d8cb3a2a-6e4e-49bd-9102-bf7119051ec3;e8a92f1b-760c-4795-bb95-b697edfc3094;2bdf5364-ae32-4a4c-a1ab-7422e90bb19a
;PB;2015-02-01;5322b1a0-439a-42c2-a5ea-6c6f70395081;9c8a234e-5d4b-42c6-96ec-a8c79d88919c;feee4ce7-65d8-4f10-9300-4ae690894b49
;PI;2015-02-01;eda1c76c-08cf-4f4e-a0f9-fb53354784d4;94bdf2d6-3f9b-46f3-b93d-8739ef92df79;a22634ec-c40a-4cbb-bbe1-bcdc72e742d9
;RJ;2015-02-01;3bd8d03c-be1a-47e1-988b-47828c522022;19de53c7-a5b8-439a-9631-d1da1232f092;880b4f5d-c033-4b99-802d-dfad3d5acf69
;SP;2015-02-01;f4a5921c-9f7b-4176-a94a-96996b979c9a;512efee4-6595-4051-98d5-1463f29a30b9;4fca0950-b105-4f85-a436-8df1303544f8
;PR;2015-02-01;2eeaf9c2-537e-4b3b-a18e-e83180c26ce8;1af7a9c0-49b5-4f68-a890-985ad12d811f;a7ac13a4-efd5-4f61-901f-610e7449f5e3
;MA;2015-02-01;893e009e-a971-403f-86a7-ac5dcf197f9d;635cbfc4-1e83-4803-8fe9-040d032502f9;a1111d47-c74b-48c0-8e40-d46b8b0d0338
;AM;2015-02-01;70825e89-8f53-4af7-a7a9-caf435526fdc;f0dabda5-2211-4d45-9101-ca0f25958567;ab2740de-350e-468c-a9ef-4271034b066e
;RS;2015-02-01;74f99559-defd-4519-8678-65114e534908;fb94ccd1-ecef-4d35-9c8d-7aa1e21be895;493de54a-5eb3-4f64-b122-24c7674da46e
;ES;2015-02-01;e48da2c7-36c4-430b-912b-71fa3c909cfe;f2e91a65-9c7b-4ab1-83b2-37f287f1f96d;dc2a3502-8c07-433a-9164-f4595bb779ca
;SP;2015-02-01;f185b176-4efb-4fa5-966f-22c116a435df;3b6f0c89-15af-4aea-8784-8dca35cf62a3;380033b9-7f89-48a6-9350-58c01121debc
;PA;2015-02-01;4a14500f-eff5-45db-a05b-c4ce768b5be7;58275914-9524-44b1-aa9f-da17d2e95184;3d239706-6508-4810-aeb0-19fceecfcb0a
;SP;2015-02-01;2e12915f-6c39-49bb-8d7e-e3d2ca618e2d;085f18fa-a82f-4df5-9cc2-d933ffd0b1b7;ddd4297c-9187-47bc-bc30-e88bb30b20c3
;RS;2015-02-01;a9c4ae04-0d34-4cac-955f-71662ccf509a;c361839b-f585-4cff-955b-26588806f577;135ec54d-98c2-47d7-8dc2-683bd92c9990
;PE;2015-02-01;b5a06a77-ee25-4f9b-a99a-1be347b47553;f6516b3e-5083-4a26-b657-edf698a6d49d;6f98e237-17df-4ac9-bb35-c9c0c300e708
;ES;2015-02-01;f9325c76-87ec-4f27-9a53-fe4f13a31267;bacecc06-ad31-439f-a00a-8815c61eb20c;0dca7673-6272-4f74-9e0c-b36cafe6f892
;GO;2015-02-01;b09be9bc-b9d5-4657-855d-4b0352f1b507;29952c28-791f-483f-adbf-7ddda8f2e4ab;2a3bd049-0297-468b-8d2b-f87343fd710f
;AL;2015-02-01;fc8be6cd-4392-4c71-ae68-157f0b77216f;1d6c4ba1-2c31-4a0b-830b-3c1ec5123a89;37993f16-11a5-4c9f-a31c-7d6cbf6f6229
2015-02-12;RS;2015-02-01;4e884a18-1409-4e50-b0f5-a90e9e441053;32f2d9eb-b802-4222-8848-bc51c854f6ea;eab2b626-d6a8-46ba-94bf-a5b6623bd3ea
;PR;2015-02-01;c8007469-7783-447b-8c91-afd1f2a80798;b310bdda-4c56-4097-84a6-6d74363bf6bd;add8658c-616a-4a08-b5ba-e9a5f05f96a0
;SP;2015-02-01;4660cf2c-9286-4687-83bf-cff70b3a6c4c;456c51e2-7b0a-484a-9c59-a25bb922eafb;029e1983-94a9-4154-93a1-c1634f355085
;CE;2015-02-01;9027259f-e3b5-4f0b-9a08-79bfda5828e5;72154861-a97a-4539-a4e4-cfb023de0fb9;31b082c5-d8bf-4dae-a6a9-ba8b1eee85d0
;SC;2015-02-01;9c277169-9b8b-4b2a-b9b6-7843b9f9da5e;eb7b922c-4250-4a59-93b2-f466ca499f15;5b3cdf26-9d58-40c2-804f-6c0811849561
;MG;2015-02-01;de2725ff-e1e7-4c64-8066-86e11e9fe9f7;318308bc-418e-4897-b617-4fab5ac16d71;19ad33f3-9c05-44ee-8ad2-4102ee99be72
;MS;2015-02-01;0d211f58-61f3-4ba6-855f-71477b0c450a;7a40e4c2-680d-4e25-9122-f15de8289007;35bcd874-14df-4ae5-9196-ccc57e06adbe
;RS;2015-02-01;9ac1a3b0-78d2-439a-950c-b8ae3cef8a9e;6e6a3c6f-92c9-4adf-9e59-413f94abefdc;80a53f3e-d4ac-4042-ac13-cd845c51725c
2015-02-02;MG;2015-02-01;693cc36c-5c9b-42c2-bfae-e76858232c57;9dbdda76-de04-4851-8ef2-cc47ae766247;103fff13-094c-44a5-a9ae-2de30ad6087f
;CE;2015-02-01;6b0d5938-41f1-4c69-ad1e-f0642b5c728b;c7610255-fd5d-40da-b501-ad024b07be09;6762b162-4ee3-4f14-b93f-dd20e0df71fb
;SP;2015-02-01;91894fa3-82f1-432b-a3a9-4de4da2385fb;b97a4f9f-b31c-42f1-93de-29ec36dcb4b4;e1bba296-ff1e-417c-8696-3455b8191ec2
;AC;2015-02-01;18c7a3d5-b539-41d9-9187-77f159e23293;cc0bc3f9-61d5-4a51-ab64-94f0572b30fd;3ad5750f-b406-496c-8778-d6b54bacae0a
;RJ;2015-02-01;2c875c02-f6be-4159-af40-d348c47550e3;509cd34e-c3c0-4d8d-ac96-09fe38acd57c;70fe6317-557a-4299-813b-18afc2d67961
2016-12-31;RJ;2015-02-01;9838c4d2-623c-45a9-970c-71a881c07e16;71a92f17-3695-4a9e-a178-3f43a3311567;5db38881-5850-4a24-ae0b-80d0dd5cf824
2016-05-12;PE;2015-02-01;4741ed10-4393-4967-8922-77c90bdcec88;0cdbc83f-0b40-4033-82be-d4dcdae1b8e2;273df3d7-f816-41b8-8794-7ad8f5c61f9e
;RN;2015-02-01;3f8c9516-7cae-42b7-9b1e-3b2f495b3f37;7c7d641b-b370-4fab-b304-84e350ae3b58;0abebd59-b64e-4869-b0c0-2e704be3a569
;GO;2015-02-01;48ced01a-b618-4314-8231-acf12757148c;be701f68-6d76-4e76-b43c-0e896304e30d;e10d5683-c24a-4ab4-b7e8-31c381323283
;RJ;2015-02-01;dc1d858b-f31c-4fd2-bdc7-4edb537eee14;f9001b08-c636-483e-88df-cdcebb843b58;2a962820-566e-4ed0-8088-a9929d489bac
2015-02-04;PE;2015-02-01;4b1e3baa-2862-4408-93be-fb932e55c0fe;f5cfebe0-9d72-4768-8fd2-850518b6692e;973a6da6-84cb-43d7-a684-4f0d9634e270
;GO;2015-02-01;60ca1f38-b961-4c81-b00f-d76d5aed1a7e;e7fcba0f-242f-42ad-b9a5-2401fd8dca63;1974c1fb-f91f-446c-a264-07f5744ede6a
;BA;2015-02-01;edf32f6c-c39c-4331-8ba6-51d49a59b801;72350833-fb57-495e-99c0-e1c02c136051;5f800275-c882-4828-9b51-8a48f06d58f1
;MG;2015-02-01;2d752cc2-d443-4768-b752-33678868fa17;be8aa685-45fc-4c33-a7c0-7b86ae5cc864;ea8d9127-da08-4080-a198-a5cdd380f890
;SE;2015-02-01;f23c1d52-1aa8-4099-98f9-bb9d6465561f;59d29967-d888-4564-9c44-7b792f697702;993533a8-14eb-4f36-945a-5f0e40341dc7
2015-12-15;RJ;2015-02-01;f84ecb6c-e92c-4882-9843-003051be682e;daa59f3a-22ac-426b-bce8-6df5d217b957;89f6fd52-02e4-432b-87ed-902ca3c59616
;MT;2015-02-01;94d0868b-83d0-4d6b-83ad-6f0b829b5f5e;371ede5f-0ad8-44f0-8633-4c18d744b4b0;8ca5cbb8-e175-4f31-8550-5077d69c356e
2015-05-19;RJ;2015-02-01;706fd0ee-b568-448e-84bd-bc42c668a39e;7001bffd-545b-4dbc-a7a5-0ce1e4e3a2bf;5d5e017d-0cb2-459b-956e-5dadd957d16c
;RO;2015-02-01;cd17c3fd-0140-461d-b5ee-efd2affd5b5f;eaa9097c-5e7c-4663-be9a-9c62e9ed9784;94213a0b-f614-4b4f-9386-369328addda7
;SE;2015-02-01;70a94318-a254-4d66-9585-f539f30f75fb;3770c6d9-bad6-4b94-a57b-344c9f006d34;d222339c-dff2-4b1f-bb4e-7cd5a2459b89
2016-01-18;MT;2015-02-01;76563ffb-1923-4029-92e2-36fefbfd0663;e529221e-1352-4805-aa5c-5fb31840ff02;427fba55-4f4a-4198-bf94-a02fccc8f4af
;RN;2015-02-01;b050ba0b-d604-4203-b521-2d01191979df;3b079a7b-7a97-48e9-965e-b23c1797059a;18bf3c00-79d5-467e-846c-6992aeaeee22
;PR;2015-02-01;d8891d3f-e9d9-4172-8b22-972834935e79;75e2267f-2e2a-4ad1-bd53-49754c43a473;d243757c-ac30-40af-9f1a-86fce8a62655
;MA;2015-02-01;235f6d78-3cac-4f32-a074-8bbe87207b93;7500b56a-b0a4-4823-ac2d-746f1243ab8d;c4877ccf-94d5-49de-a0c4-d695a462a7dc
;MG;2015-02-01;52953156-f626-447a-bee1-4f78daa430e0;b2c47401-0d37-4838-b923-d7ded38a9ea8;2645a02a-6386-416a-8c35-519eb445cd26
;SP;2015-02-01;2f76bf90-84ad-4159-a2ce-2067408c9f61;d4118380-5b37-468b-9e66-42af6ac70173;65e3a67f-c21b-432a-b351-101b94a4e37b
;DF;2015-02-01;e2d14a77-be39-4120-901d-0e8b757d6f2b;3add5859-4928-4289-aa3c-9d5565237966;d50f352d-c7a2-4412-9d2b-b7a8d8be3933
;PR;2015-02-01;2faf0164-5bb5-4015-a25d-6543e85806fb;ca08b091-048d-4d7e-b413-aa5d626cdd4d;8c7e25a7-a099-40c5-86f4-92472700b34b
;BA;2015-02-01;35f4f858-1c3c-4cd4-a010-1a31e81c2696;d49e059d-8a4d-40d5-8a40-1d6dfe82b9fd;7ed7338c-9918-4b79-8d31-8dd791e5180d
;BA;2015-02-01;6661deb9-1281-4b24-833f-11bb9895e63a;d8a9e931-1d64-41ad-b3f2-1de9a658df59;44b41909-e664-4962-82c3-bda90315b837
;SP;2015-02-01;5daa2f11-b281-4441-bb1d-3c2dcb5d4ebf;27c12db6-6088-4c2a-8524-81d64786e835;c414d34f-e566-4ac8-885b-5af86a50b36d
;PE;2015-02-01;aa96eebd-e753-4585-90c4-d0b724e46eca;d23c47eb-4a81-421b-a1a2-f62a40aba78b;55c0bf10-9af5-427e-ad08-33b1acbde0b0
;PA;2015-02-01;e8e945cc-2db7-4e30-8a09-73307aab294c;3826ff91-b5e2-4d6f-ae00-87d39ca6d21a;d7ab6c8e-a56f-4627-b19f-481ed01f5a77
;PB;2015-02-01;6c56046c-8be2-4b6b-95eb-9ec825ef558c;4626ae61-3d41-48ed-a85d-118912d03019;cc5fef51-0968-4fa5-86a1-8e2bc8c76efa
2016-05-05;RJ;2015-02-01;c6ce70f7-7478-4fe5-b287-d24d98fba485;61aea9d6-66e7-46fe-8854-6b429a7d2090;90ab65aa-56fa-4330-8b82-589ebb7492fb
2016-09-13;RJ;2015-02-01;c6ce70f7-7478-4fe5-b287-d24d98fba485;0332e368-bf3f-4404-8665-05098d214c30;91f19426-48fa-4a1f-a5ee-9344ba9ded66
;SP;2015-02-01;cbd6d9e3-8e13-4d83-92bf-83160bbe4b83;9aa137db-b971-47c9-9ce3-c27740aa5711;76231f31-76d6-4979-a0e6-639947c2aae3
;RR;2015-02-01;dbef1c04-8972-4b34-a5b9-c47d9f68f56d;cf3ba6f7-e841-4466-8387-cc41fa14c8f1;9f6e5362-b274-409c-8e9e-84a912f7c2aa
;TO;2015-02-01;a34661ca-182a-4bc2-9342-e145b58789ee;a24fffb4-c4b4-4633-952f-fcab5cab4dd2;35ac0ff8-b9d5-4062-8558-c41c53af87cf
2015-02-02;SP;2015-02-01;6d8fb083-db6f-4d94-8820-ab7924396630;19d5d9a5-8df2-4caa-a659-ee10025fac43;36f8c0b7-1b13-4abb-b0c0-5782adbcbe10
2015-02-03;SP;2015-02-01;fbd253f5-d926-4af8-ad55-125ca1d1ba31;e9d77a7c-e67f-4ac4-abc3-5eb1d1a5ce6d;df8cab90-4e97-412e-a550-3d8612102156
2016-03-17;PR;2015-02-01;eb090a25-6a31-48ba-b8ea-5220c919c4ce;a787e3c8-5a79-46b3-9420-c76797178f95;f30182a8-b271-4bd3-ae61-99c545e8d7af
;ES;2015-02-01;5c5b3dfb-f0a7-482b-b0a0-86863c98bdd7;9d494aff-3fd2-41e2-babc-ad9a097363a8;48a29581-fd04-4b46-9a67-3c6a700872ba
;SP;2015-02-01;ae83be0e-d75c-4a5d-87b0-3830b6643664;a77db8a8-4f72-4294-94ce-7d0429e1619f;630714a8-7997-49f8-8645-9c1bcbeeee0b
;PR;2015-02-01;c4befed6-2e1d-4bd7-9356-9c011f971a98;2b473095-19fc-4aee-b283-984e27c2c1cc;701b992f-3213-4efe-b9a1-e7adef381da1
2017-01-01;RJ;2015-02-01;32044dd4-a5ad-4841-8bd8-beb13d9a60c5;ea8f4900-47eb-4116-b4c0-867c97814021;e554e95f-2668-44af-ac2a-c095141814f4
;MG;2015-02-01;a643c0d9-e2bb-4b8c-b601-2654298e26bf;f6134bfd-3ae6-4aa8-9664-a4a67f6c85c5;1d991c29-5d0b-4a7f-8c74-eacf360047b8
;MG;2015-02-01;29ef5845-b89a-4ca7-b54d-bc02bd3e363e;77c8fd9a-957d-4e33-a3d5-6f1eae87e453;353164b8-f37f-47ad-810c-fa7fb3df73a0
;MG;2015-02-01;9d717d97-50eb-4d60-8822-afc707217b38;95241c62-d305-41f2-b119-341a88b40654;cb941c21-9c47-4b1a-a96e-ef716e9ef394
;CE;2015-02-01;13dffb43-6f8d-4239-82d7-38f69c147851;7e276ef9-954e-45cb-8fbc-62f1f554dd1e;75b16ae4-92fb-4e5a-a9d9-ab5bbbe5e662
;GO;2015-02-01;ac3c1968-0b32-496d-b03d-0d6d5d2a8b84;cc46a264-b40c-41c9-b1d0-3122728607e4;d40ccb0d-291a-4b5f-8e5f-0b87f05e07df
;SC;2015-02-01;ce85b56a-9722-4b14-8393-5d5bb40bc4dd;0f17c641-f43d-4238-b1c1-2aa96754d425;b898b528-fe13-44ac-980f-f99ae5e225e4
;PA;2015-02-01;491a964d-a944-4656-ae75-a294f714c026;87c3dcea-d2a7-451b-ad93-6eb0540c12cb;78b5648b-05c6-482f-8c39-62db8db6d2ba
2015-12-10;RJ;2015-02-01;90885038-66ec-4ba7-8b80-d5f414fd1307;a9e9e6a7-db08-47a9-8411-ab610025d3f6;701ee867-b723-4c15-ac49-36ecf67fe230
2015-02-03;PR;2015-02-01;2e226de9-b80f-4104-9bc4-160ca3721ab2;2d857e5f-44c3-4261-8237-d4322f50ac3f;f69cf9db-f75e-4e06-b7ac-c795ea276608
;MG;2015-02-01;09b672a8-be3a-4828-abeb-b8bd682ea3c3;1fa79e4d-2fde-454f-a3f1-14754dfa4308;ea976fa1-d124-4f3f-b556-7aaa87b144dd
;BA;2015-02-01;22f2ad04-c5a4-4f2d-a8fa-d52344db1ac7;09253367-52ff-4d48-b13f-33477618871f;89673a5f-4fd1-4a50-995e-802983ca3e67
;RS;2015-02-01;cf160719-9c00-4827-9161-d6acc6c45ea4;6615fd9a-8eca-4d01-8345-f07f2ea3a731;93530fc7-43ee-43b6-8d80-56dfdcb1aac7
;MS;2015-02-01;9fb63854-5755-4446-823c-d09644debdc5;886d2a44-49d9-409e-967f-80a883b01e03;32fb1f3f-ce32-4158-8d77-51e8a53a9a69
;PB;2015-02-01;532176c6-ae13-4b60-ae57-7074fd82984f;e6bf2655-5063-4976-a336-ebb01e43a8dd;8c3c9888-4cca-451c-877b-6ef8e76a3b7b
;MG;2015-02-01;061b939a-63fd-4174-9f63-60a062afb15a;b3dcbd8f-8543-45d4-b649-f89c7127f9d6;7828ffbe-9463-425b-bae5-cd9df36f6702
;AM;2015-02-01;d563a712-4b1f-41d2-8c67-3eb06055b247;80ac0513-d0ff-4075-a57c-11821426782b;3c72d7ce-f23c-4282-a692-136cb60053aa
;RJ;2015-02-01;a65562c9-24fe-4d3b-adc0-754db6fc8b05;79668f16-dc7f-4745-a73f-23c2e8b50d0b;8cd7cdcc-8922-491a-b912-2ce2ae8687ea
;BA;2015-02-01;1dcaedca-d8b1-4e86-a430-901a9c505cd4;6c5fd937-fb76-430d-86d9-c29384962b01;61333800-ece7-4faa-8286-4c97e9d4bd77
;RS;2015-02-01;adf5a62f-917c-48f8-87cd-135c2a5dc40b;8ade4577-06ea-4932-a1d1-3a8521aadac5;ca2e1e8e-9d80-4280-b2d5-6cc8624d5076
;MA;2015-02-01;ec192e8c-5ba5-45c1-be66-7081079ad815;e028e528-d2d2-474d-86f1-86e5f45be7c6;b32071e9-c14e-49ef-9b8f-cd7dc2560147
;CE;2015-02-01;d118837d-12bb-4b37-a264-e4facc1a4f58;764fd443-b9cb-402b-a659-9795d71d5069;9bb10976-7379-42a7-b41c-0811f5fd4230
2017-01-01;RJ;2015-02-01;a37694df-ab76-46fd-bdc5-8b8625cb2525;31ac9c9a-7c3b-4ccb-a099-364f26f19407;246eead0-cf58-45f8-88ac-2e03204ee058
