cam:finishDate;cam:sigla;cam:startDate;org:member;org:role;slnp:resource_uri
;PRB;;27cb99ed-e41a-4c16-a0f6-5eb3687d7fc3;6a688541-b16a-45ca-8aa9-fa700373279f;d51f420f-b6d2-438c-ad1b-499ec808d774
;PR;;08d6696b-cdb8-45f5-9c09-c79235530fdb;6a688541-b16a-45ca-8aa9-fa700373279f;080d5caa-12b0-4bb5-9267-ea348a3935d2
;PRB;;08d6696b-cdb8-45f5-9c09-c79235530fdb;6a688541-b16a-45ca-8aa9-fa700373279f;f8a4517a-980f-4499-bfe5-231c8959deb3
;PR;;08d6696b-cdb8-45f5-9c09-c79235530fdb;6a688541-b16a-45ca-8aa9-fa700373279f;5b65af80-9b5d-4c8e-941e-336568617f4c
;PT;;49baf206-96cc-4963-b436-875033dfd8b7;6a688541-b16a-45ca-8aa9-fa700373279f;6729851e-5f65-4947-951e-d0fcbbf3917b
;PV;;d6dd3a03-239b-4c37-9b60-32ebd35ecda1;6a688541-b16a-45ca-8aa9-fa700373279f;e20e63d6-56ee-4bdb-8fd5-2e2de16f916b
;PROS;;09d4048c-df71-445b-a315-c28eb1dd3386;6a688541-b16a-45ca-8aa9-fa700373279f;e9d961e0-6e45-4b09-a1a5-1fb3dd83eb96
;PDT;;09d4048c-df71-445b-a315-c28eb1dd3386;6a688541-b16a-45ca-8aa9-fa700373279f;15fbf956-c960-4e4d-b7d5-bc2093fb61e3
;PMDB;;6edf9367-077e-4e77-bea9-5f7c6df24830;6a688541-b16a-45ca-8aa9-fa700373279f;02e5333d-1100-4c4d-bfd3-ee6dd21bd7ef
;SD;;6edf9367-077e-4e77-bea9-5f7c6df24830;6a688541-b16a-45ca-8aa9-fa700373279f;c2ce4014-2f98-4701-9a39-ec6573158673
;PODE;;6edf9367-077e-4e77-bea9-5f7c6df24830;6a688541-b16a-45ca-8aa9-fa700373279f;dbba1daa-f157-40ff-9ca6-8c989faa2137
;PP;;6d8974de-b74f-42a4-a260-a2065b90ba51;6a688541-b16a-45ca-8aa9-fa700373279f;cae444f4-d700-4e42-9a6b-4afce84cff0f
;PSB;;8b7604e4-4d89-449b-aec9-04ec74e103c7;6a688541-b16a-45ca-8aa9-fa700373279f;49c6b966-245f-4e01-a4b1-f2624332b880
;PMDB;;cbf579e9-bdca-44e6-9633-9de0c4b10cc7;6a688541-b16a-45ca-8aa9-fa700373279f;28dce65b-799a-4474-b98c-9f78771a2c81
;PSDB;;7271d17b-fef1-4b39-ab49-db98d2a09cb7;6a688541-b16a-45ca-8aa9-fa700373279f;5ff63e04-80e8-4d22-aef5-4c5798e8f5da
;PR;;ddf8f745-9d73-4bbb-a540-ba9c72c43c78;6a688541-b16a-45ca-8aa9-fa700373279f;9a7a04c8-bbb1-470d-81fa-cf673690aafc
;PRP;;b12e9675-4a16-4dae-a320-2d0896288b1f;6a688541-b16a-45ca-8aa9-fa700373279f;b2dc77f1-f086-4a21-9e28-c0b21b4c2a49
;PMB;;b12e9675-4a16-4dae-a320-2d0896288b1f;6a688541-b16a-45ca-8aa9-fa700373279f;0a7e2029-dc99-4428-816c-6766ded1eafd
;DEM;;b12e9675-4a16-4dae-a320-2d0896288b1f;6a688541-b16a-45ca-8aa9-fa700373279f;df578c91-e530-4398-a229-fc29ae790209
;PSD;;05c5f810-df1c-4bae-8476-7a89252e06c1;6a688541-b16a-45ca-8aa9-fa700373279f;7699c685-c219-4b2b-a12b-de21652eae77
;PMDB;;d09ebab4-9a44-4c56-bca1-04eb6143d582;6a688541-b16a-45ca-8aa9-fa700373279f;8e072a2c-f552-4b15-b75b-8da299ee8a64
;SD;;83c8d79e-ae68-42ce-a1ec-af2186a93bbb;6a688541-b16a-45ca-8aa9-fa700373279f;1d85eaea-06df-47d4-b6fd-bbe95e835831
;PP;;94ed6a79-7705-481a-857a-c230893dfdb0;6a688541-b16a-45ca-8aa9-fa700373279f;b7316a90-b6a7-4028-88f7-30e0f97d80f0
;PSC;;768e030a-17e8-4d5d-b801-114524e133fc;6a688541-b16a-45ca-8aa9-fa700373279f;090e3b9b-1e33-4a3f-bca2-8907025fcb18
;PSD;;aa587dd2-8931-4000-8827-8d0a96390ad3;6a688541-b16a-45ca-8aa9-fa700373279f;ccac5fa9-a98c-4aff-83af-907d912cdc73
;PTB;;3ac0e321-edb1-4cb1-a10e-3b3cb4907223;6a688541-b16a-45ca-8aa9-fa700373279f;90103584-8ab4-4cc8-8800-a324171eb2ef
;PHS;;dbd6c6f0-244a-4498-9467-aae7842d7b15;6a688541-b16a-45ca-8aa9-fa700373279f;4248630b-61fe-46cc-887f-05b88b45d932
;PMDB;;dbd6c6f0-244a-4498-9467-aae7842d7b15;6a688541-b16a-45ca-8aa9-fa700373279f;8fbe283b-0ce3-434f-9247-d16001906df0
;PTB;;7d1e5d4b-1828-484e-ab29-5f08712c2773;6a688541-b16a-45ca-8aa9-fa700373279f;528ea003-befa-42e3-ad56-94177436a716
;PSB;;17abaab1-3d31-4a42-a426-d496764cf962;6a688541-b16a-45ca-8aa9-fa700373279f;4174bf73-79f6-461c-9b23-73742995f6eb
;PSB;;11fc57dc-d700-4928-993a-d907720e180d;6a688541-b16a-45ca-8aa9-fa700373279f;a0ede37f-3a5c-4956-b673-cd4bcadc4a65
;PEN;;0177472e-06b0-448d-84ba-494ac45efca3;6a688541-b16a-45ca-8aa9-fa700373279f;422b8d5c-a187-428d-86e0-f8443ca6a38d
;PSB;;d8868f4e-64d2-4815-92b2-b4e1bf8477a3;6a688541-b16a-45ca-8aa9-fa700373279f;bc98008d-72e3-4b51-a89d-6b021d4596a9
;S.PART.;;d8868f4e-64d2-4815-92b2-b4e1bf8477a3;6a688541-b16a-45ca-8aa9-fa700373279f;ebb04c76-3c50-4545-b362-6a7e60863b9f
;PDT;;c2957e30-5fc5-4395-978a-dfc0787bff40;6a688541-b16a-45ca-8aa9-fa700373279f;1117340f-bdb8-40de-9723-ba9fa70d8c3e
;PT;;5604b4ab-c2cc-4eae-8880-bbc9c07e0dd1;6a688541-b16a-45ca-8aa9-fa700373279f;57c00a87-ced9-4b0a-80ea-1b4d587f0c03
;PMDB;;cbd3e10f-befd-4980-99ba-52e41b540121;6a688541-b16a-45ca-8aa9-fa700373279f;61a46556-bc8e-4ce5-ac11-40a3a6c99eee
;PROS;;cbd3e10f-befd-4980-99ba-52e41b540121;6a688541-b16a-45ca-8aa9-fa700373279f;d5ed9835-0ad4-44a8-9d2f-a8ee215c7afe
;PMDB;;ef275957-ca06-424f-855d-331148e7826b;6a688541-b16a-45ca-8aa9-fa700373279f;3e2f9042-a629-4e32-9cdc-17d4eefcb3c1
;PSD;;3df2b21d-ca9c-475f-92d0-cfe8d0b3bf58;6a688541-b16a-45ca-8aa9-fa700373279f;a369a9b9-fade-41d0-b9cb-be2e3c264e78
;PT;;2e68f685-a86b-4632-9134-1fb18ece25f5;6a688541-b16a-45ca-8aa9-fa700373279f;5066261a-23e9-45e8-92b6-2c555cb0b1be
;PP;;ad47848b-d138-423c-a7c5-e0d9a6f8192a;6a688541-b16a-45ca-8aa9-fa700373279f;c17e65e2-8f41-43aa-b39b-2de1e8add454
;PSD;;87c348e4-2795-4bab-9f85-cf18a5d02c8d;6a688541-b16a-45ca-8aa9-fa700373279f;3c832cf8-b271-4520-8027-d5d1b876a390
;PR;;87c348e4-2795-4bab-9f85-cf18a5d02c8d;6a688541-b16a-45ca-8aa9-fa700373279f;35d03ab0-fd1f-49ed-b445-909ebe22ac6f
;PR;;0b20910f-e5c8-40d8-8315-694a9cbd87c7;6a688541-b16a-45ca-8aa9-fa700373279f;fac0df61-0af2-45a7-8b56-8b3058e599a3
;DEM;;61500541-4d02-469b-ad75-5a2c044c3342;6a688541-b16a-45ca-8aa9-fa700373279f;b1990670-0a2e-4986-b2aa-f9beeb72a6ab
;PR;;deef33ed-7326-46d4-ad50-37232d289367;6a688541-b16a-45ca-8aa9-fa700373279f;8e9df408-bd6c-49bb-9d32-f89820e71692
;PMDB;;b33d646b-2694-4969-ac9d-04e88cc7a4da;6a688541-b16a-45ca-8aa9-fa700373279f;16d7cb20-35f5-4949-b2e2-b489e8c7be6a
;PP;;ff3be8dc-c759-4227-b264-6072197fd76b;6a688541-b16a-45ca-8aa9-fa700373279f;ee0d9053-5ca4-4411-bdc1-3bdd126b5406
;PT;;430d6fe1-8134-490d-85f4-62aa9cb2e526;6a688541-b16a-45ca-8aa9-fa700373279f;300d3f83-222b-4aa1-9d8c-9f9e29921845
;PTB;;69a4f830-fd74-4778-a318-78c033fb9593;6a688541-b16a-45ca-8aa9-fa700373279f;7a71d6ad-6ca1-43c6-837a-c34b986b2f01
;PT;;a15e98d9-5dad-4324-a704-872a3ec3be90;6a688541-b16a-45ca-8aa9-fa700373279f;d96adb21-c94f-4fb1-8b63-0e40e40fa83a
;PSD;;ef88b2a3-a483-4e9e-8f0a-042a3492f1da;6a688541-b16a-45ca-8aa9-fa700373279f;17d700d2-05a8-4768-afc2-35d7adb81931
;PSDB;;b83d841d-8b61-4430-84fa-fb62464c1913;6a688541-b16a-45ca-8aa9-fa700373279f;752d426f-7040-4c34-b9e0-f2f534f2d98c
;PRB;;d0c2f528-5304-4298-a13b-1a0df6216067;6a688541-b16a-45ca-8aa9-fa700373279f;5216ac25-7b22-4ee5-ac3e-096ee26c1276
;PSD;;b5479454-154d-49c5-a411-2b8c27149591;6a688541-b16a-45ca-8aa9-fa700373279f;ad6b5dde-2981-4422-82d6-7ea5eaa58561
;PSD;;aba76689-3af6-406b-9266-138eeb70f591;6a688541-b16a-45ca-8aa9-fa700373279f;536506fe-457d-4480-9acc-7a9d06a0c7e5
;DEM;;aba76689-3af6-406b-9266-138eeb70f591;6a688541-b16a-45ca-8aa9-fa700373279f;347ad929-06e8-4692-8f8e-fee072ff0fb8
;PMDB;;b9b0b1f6-f126-4745-8f2a-1459e9de0b60;6a688541-b16a-45ca-8aa9-fa700373279f;df2ed478-311f-49df-86bf-da37ff8862e4
;PT;;5ac68b0d-d463-4151-8c9c-d474a5dbb4f5;6a688541-b16a-45ca-8aa9-fa700373279f;0d4a91da-31f5-4393-b1a3-343f81a23c0b
;PR;;fa83e7ab-73d1-4129-a4cc-6937398f67d4;6a688541-b16a-45ca-8aa9-fa700373279f;7bf1f49e-98aa-4513-b314-0a629cc75a79
;PSDB;;a8320577-9c02-4499-82cf-9674c0fead7a;6a688541-b16a-45ca-8aa9-fa700373279f;06b5fdc6-c7a7-4bcc-bf7a-b390f7a7f568
;PRB;;a8320577-9c02-4499-82cf-9674c0fead7a;6a688541-b16a-45ca-8aa9-fa700373279f;1979e250-dbdf-4136-80c9-18abb5a004cd
;PMDB;;8b7d1c93-c6c5-4e6d-b2de-93a4c5d09a8e;6a688541-b16a-45ca-8aa9-fa700373279f;6f560d47-eb2e-4a59-a8fd-bb8f347f297d
;PMDB;;586f3917-5dda-4f38-a305-07e2d40df0ec;6a688541-b16a-45ca-8aa9-fa700373279f;d6952e1c-3207-4b0e-abfa-3b8cc0c0aed5
;PSDB;;8dcb593a-7083-47bb-8ea7-4114ed8603ae;6a688541-b16a-45ca-8aa9-fa700373279f;c28c0e86-17b8-4843-bdf3-de3575f45b02
;PCdoB;;87309da7-a1b7-49ea-af47-9a034d3a998b;6a688541-b16a-45ca-8aa9-fa700373279f;9b7a6729-66dc-406e-ac09-200e7924a2e5
;SD;;b29a1633-7fcf-458b-b3b1-04e04ae2f2af;6a688541-b16a-45ca-8aa9-fa700373279f;768695d0-82ac-46ce-93d8-76a009bc9452
;PSB;;b29a1633-7fcf-458b-b3b1-04e04ae2f2af;6a688541-b16a-45ca-8aa9-fa700373279f;42b7763e-3ea0-4edc-96e8-bf979ebfd140
;PSDB;;e22525c9-6ff7-4e0d-8dc0-9a05a8ad4d37;6a688541-b16a-45ca-8aa9-fa700373279f;0fb8b7aa-5519-4aba-a363-775b8490d81f
;PMDB;;fffd7fbd-bcad-484a-b237-b7d6c22847fc;6a688541-b16a-45ca-8aa9-fa700373279f;0dad1777-316b-4c03-80ac-eb356fb55dde
;PRB;;c42ba4c3-eb25-4618-8c6e-c39f2fca8d4b;6a688541-b16a-45ca-8aa9-fa700373279f;1f764f1e-de5a-499f-8a70-4edce7f6baa1
;PSD;;216e1c45-0baf-4caf-9961-2e075aedd7a7;6a688541-b16a-45ca-8aa9-fa700373279f;5994a803-4db6-43f5-90d4-6ac165b1c251
;PMDB;;86e78af8-6454-4683-a807-9cd436dd6f9d;6a688541-b16a-45ca-8aa9-fa700373279f;1d59f57a-05e2-48fd-b3d5-0fbcdfa7a2ef
;PP;;22390617-8e76-40de-b1e9-e8ae25038ff6;6a688541-b16a-45ca-8aa9-fa700373279f;e7e2eee0-4f71-41fc-883a-9fdc969d8fcf
;PSC;;22390617-8e76-40de-b1e9-e8ae25038ff6;6a688541-b16a-45ca-8aa9-fa700373279f;ee8edc6f-20af-423c-b453-2984c0228877
;PSL;;22390617-8e76-40de-b1e9-e8ae25038ff6;6a688541-b16a-45ca-8aa9-fa700373279f;c239837a-7132-45f8-b4f7-34670e57af4b
;PSD;;e8b3467d-ab12-4846-8338-e25fd8bc2da6;6a688541-b16a-45ca-8aa9-fa700373279f;868a9f00-0378-4db2-b4d3-1df556f1b551
;PSOL;;434624d9-87a5-428c-880a-be1058b936cf;6a688541-b16a-45ca-8aa9-fa700373279f;9bb41396-99e6-48c2-aa05-451ac5b2f604
;PP;;0d3e39a0-3462-4f3b-979e-469bc2e49b95;6a688541-b16a-45ca-8aa9-fa700373279f;6827a1e0-61e9-4d8b-af26-205fc58965ff
;PSOL;;ba67cbc5-ed65-4d37-9024-bd6a45183a5b;6a688541-b16a-45ca-8aa9-fa700373279f;6e5e028d-9a13-439a-aeb5-fa5e59eb1c53
;PSDB;;fc293d61-e1c1-4bde-8c12-15693de65c43;6a688541-b16a-45ca-8aa9-fa700373279f;7566c5a2-252e-4609-86fe-562d7aed9cfd
;PSC;;79864b9a-c1cc-4244-8c61-a2fc28504ce2;6a688541-b16a-45ca-8aa9-fa700373279f;28a4a64f-2f29-4b9b-a833-73cb82edbaa6
;PSDB;;0259d6a1-5608-4c59-a585-0a3cfeb5e315;6a688541-b16a-45ca-8aa9-fa700373279f;d22393c5-0b81-4598-8f29-2defa978fd84
;PSD;;8634cd1d-5eb2-4ce1-b32e-d869ced1ef65;6a688541-b16a-45ca-8aa9-fa700373279f;d09914ff-beb2-4af9-aa39-706cd0ccf14e
;PSD;;4c90f154-beb4-46fd-b262-2165850899e1;6a688541-b16a-45ca-8aa9-fa700373279f;12b84933-4da3-49db-ab32-5db51815f4da
;PMN;;1a856047-8ea5-4cf1-8233-ca0313b198c8;6a688541-b16a-45ca-8aa9-fa700373279f;397a169a-c56a-45ed-9207-aab7a076a109
;PSB;;1a856047-8ea5-4cf1-8233-ca0313b198c8;6a688541-b16a-45ca-8aa9-fa700373279f;23041232-07b7-4780-84ff-0a193074d783
;PP;;506bd908-b60f-4864-9d64-58110734fd45;6a688541-b16a-45ca-8aa9-fa700373279f;3402c35d-7aa2-4d56-b6e6-42dad1e0e807
;PSD;;d8cb3a2a-6e4e-49bd-9102-bf7119051ec3;6a688541-b16a-45ca-8aa9-fa700373279f;90d37824-1c9f-477b-93a7-e5a699789d19
;PMDB;;5322b1a0-439a-42c2-a5ea-6c6f70395081;6a688541-b16a-45ca-8aa9-fa700373279f;a3056781-55d2-40e5-823f-a7917ced9363
;PSB;;eda1c76c-08cf-4f4e-a0f9-fb53354784d4;6a688541-b16a-45ca-8aa9-fa700373279f;d9e35bdf-b920-4ea0-ade0-6c665dc0b91a
;DEM;;eda1c76c-08cf-4f4e-a0f9-fb53354784d4;6a688541-b16a-45ca-8aa9-fa700373279f;aade71f7-c754-4c90-b914-99649ac03c47
;PROS;;3bd8d03c-be1a-47e1-988b-47828c522022;6a688541-b16a-45ca-8aa9-fa700373279f;1f43aa23-161e-4f85-be02-1fd2b6c6cf6e
;PSB;;3bd8d03c-be1a-47e1-988b-47828c522022;6a688541-b16a-45ca-8aa9-fa700373279f;bab5aeea-9545-4f86-b486-79d600506a97
;S.PART.;;3bd8d03c-be1a-47e1-988b-47828c522022;6a688541-b16a-45ca-8aa9-fa700373279f;238a0c8b-7121-4593-9ca0-d27950f7a838
;PSD;;f4a5921c-9f7b-4176-a94a-96996b979c9a;6a688541-b16a-45ca-8aa9-fa700373279f;1f34c309-411a-412a-aa54-8380a37bb76d
;PMDB;;2eeaf9c2-537e-4b3b-a18e-e83180c26ce8;6a688541-b16a-45ca-8aa9-fa700373279f;54470d67-036b-471f-9eb2-36f6a00fd6fa
;PMDB;;893e009e-a971-403f-86a7-ac5dcf197f9d;6a688541-b16a-45ca-8aa9-fa700373279f;33664858-181b-495a-b84d-679f7f239e0d
;PPS;;70825e89-8f53-4af7-a7a9-caf435526fdc;6a688541-b16a-45ca-8aa9-fa700373279f;631cd312-78c2-4985-bfa7-ae01d51cd747
;PDT;;70825e89-8f53-4af7-a7a9-caf435526fdc;6a688541-b16a-45ca-8aa9-fa700373279f;7f31b403-1dd2-42eb-9b0a-72cd4389e5e6
;PSB;;74f99559-defd-4519-8678-65114e534908;6a688541-b16a-45ca-8aa9-fa700373279f;7fe6a88e-559e-40a8-9113-abd01cdf7484
;PT;;e48da2c7-36c4-430b-912b-71fa3c909cfe;6a688541-b16a-45ca-8aa9-fa700373279f;eb6ba8ce-6e26-42c4-b503-d061a064dba3
;PP;;f185b176-4efb-4fa5-966f-22c116a435df;6a688541-b16a-45ca-8aa9-fa700373279f;72d6e5ab-4a21-40d9-9da5-dde6100b5a13
;DEM;;4a14500f-eff5-45db-a05b-c4ce768b5be7;6a688541-b16a-45ca-8aa9-fa700373279f;a638efc1-97e1-40fd-bc14-494c0d23cc6f
;PSD;;2e12915f-6c39-49bb-8d7e-e3d2ca618e2d;6a688541-b16a-45ca-8aa9-fa700373279f;ddbee037-0200-4533-82bd-9f81514113ce
;PT;;a9c4ae04-0d34-4cac-955f-71662ccf509a;6a688541-b16a-45ca-8aa9-fa700373279f;e9307836-806d-46ee-b2be-3b7835b3aaca
;PSB;;b5a06a77-ee25-4f9b-a99a-1be347b47553;6a688541-b16a-45ca-8aa9-fa700373279f;06d6f4ef-1f1d-4d64-8a4e-7add243dd508
;PT;;f9325c76-87ec-4f27-9a53-fe4f13a31267;6a688541-b16a-45ca-8aa9-fa700373279f;4852f60b-072e-438f-a4dd-497dab951836
;PCdoB;;f9325c76-87ec-4f27-9a53-fe4f13a31267;6a688541-b16a-45ca-8aa9-fa700373279f;6fb451a0-2c4a-4b7d-8876-61cc81f2363d
;PSDB;;24689a93-609f-48d6-822b-59b47c171844;6a688541-b16a-45ca-8aa9-fa700373279f;5dce8eab-3087-4f5b-8c1b-7907640e10c2
;PSDB;;b09be9bc-b9d5-4657-855d-4b0352f1b507;6a688541-b16a-45ca-8aa9-fa700373279f;4b6f4c60-a7d6-4614-ba1d-8c82721199dc
;PROS;;fc8be6cd-4392-4c71-ae68-157f0b77216f;6a688541-b16a-45ca-8aa9-fa700373279f;b932dd77-f8e2-4c6b-87dc-b399e984c1af
;PHS;;fc8be6cd-4392-4c71-ae68-157f0b77216f;6a688541-b16a-45ca-8aa9-fa700373279f;fb02644b-41a1-41dc-8ec5-5960e3c02c2c
;AVANTE;;fc8be6cd-4392-4c71-ae68-157f0b77216f;6a688541-b16a-45ca-8aa9-fa700373279f;b01f1502-8566-40f3-8cf9-7d8c871bbe8f
;PMDB;;4e884a18-1409-4e50-b0f5-a90e9e441053;6a688541-b16a-45ca-8aa9-fa700373279f;57106640-762d-4038-a90c-9421cab8136e
;PR;;c8007469-7783-447b-8c91-afd1f2a80798;6a688541-b16a-45ca-8aa9-fa700373279f;2961feb9-5c2a-45b7-a9e2-0008472c5e8a
;PSC;;4660cf2c-9286-4687-83bf-cff70b3a6c4c;6a688541-b16a-45ca-8aa9-fa700373279f;171386ac-dc02-4f96-983d-1ae82b7ab0a2
;PR;;9027259f-e3b5-4f0b-9a08-79bfda5828e5;6a688541-b16a-45ca-8aa9-fa700373279f;b9437b43-05fe-4817-bdb6-90d715dbc6af
;PSDB;;9c277169-9b8b-4b2a-b9b6-7843b9f9da5e;6a688541-b16a-45ca-8aa9-fa700373279f;16c1929e-bd88-4dfa-bf93-549305b81445
;PT;;de2725ff-e1e7-4c64-8066-86e11e9fe9f7;6a688541-b16a-45ca-8aa9-fa700373279f;c7890159-aafa-4b1e-857d-528a5b4b16fc
;PMDB;;0d211f58-61f3-4ba6-855f-71477b0c450a;6a688541-b16a-45ca-8aa9-fa700373279f;579004ed-3092-4890-b83f-a72047c2a1f2
;PSDB;;0d211f58-61f3-4ba6-855f-71477b0c450a;6a688541-b16a-45ca-8aa9-fa700373279f;d11feaf6-a8dd-460e-96d1-8fca01ea7e0a
;PDT;;9ac1a3b0-78d2-439a-950c-b8ae3cef8a9e;6a688541-b16a-45ca-8aa9-fa700373279f;2da7bdfc-8232-463d-86ba-0259b4a554fe
;S.PART.;;9ac1a3b0-78d2-439a-950c-b8ae3cef8a9e;6a688541-b16a-45ca-8aa9-fa700373279f;1dfa3688-f0d9-4068-8a9b-7e14f4abab9c
;PR;;9ac1a3b0-78d2-439a-950c-b8ae3cef8a9e;6a688541-b16a-45ca-8aa9-fa700373279f;c200c61d-c90e-4436-a061-4d2247181d12
;PRB;;693cc36c-5c9b-42c2-bfae-e76858232c57;6a688541-b16a-45ca-8aa9-fa700373279f;37166081-b90a-4006-baca-5cde17bdc6de
;PROS;;693cc36c-5c9b-42c2-bfae-e76858232c57;6a688541-b16a-45ca-8aa9-fa700373279f;5d48932a-b94b-4a7c-879d-5fc7af6d293c
;PSB;;693cc36c-5c9b-42c2-bfae-e76858232c57;6a688541-b16a-45ca-8aa9-fa700373279f;0a9f25eb-7d32-4c40-8f18-2ccc2aefc798
;SD;;6b0d5938-41f1-4c69-ad1e-f0642b5c728b;6a688541-b16a-45ca-8aa9-fa700373279f;092ec5e9-86ee-49a5-b32e-ad4b7e8e2d7e
;PSB;;91894fa3-82f1-432b-a3a9-4de4da2385fb;6a688541-b16a-45ca-8aa9-fa700373279f;40c16906-91e8-4311-93a7-f43179d08b47
;PSC;;91894fa3-82f1-432b-a3a9-4de4da2385fb;6a688541-b16a-45ca-8aa9-fa700373279f;7b5f44e0-5666-41b0-9565-f8459811584a
;PSD;;1a91f188-e981-448e-b733-a5f75025f061;6a688541-b16a-45ca-8aa9-fa700373279f;4b07c680-291c-40d5-a370-e99ca9f15f89
;PMDB;;18c7a3d5-b539-41d9-9187-77f159e23293;6a688541-b16a-45ca-8aa9-fa700373279f;2d45eeb7-e755-4bc1-8a83-370f4e677708
;PR;;2c875c02-f6be-4159-af40-d348c47550e3;6a688541-b16a-45ca-8aa9-fa700373279f;e30422e7-729a-45d3-a889-74860cb52020
;DEM;;2c875c02-f6be-4159-af40-d348c47550e3;6a688541-b16a-45ca-8aa9-fa700373279f;d8fcf21d-59fa-4f9c-86a5-f3b87cb60958
;PP;;e8b3ad0f-a9f5-4d11-990f-4a8b6ff397d9;6a688541-b16a-45ca-8aa9-fa700373279f;5d99f0fd-538a-4543-98a9-d9bae6abf668
;PMDB;;9838c4d2-623c-45a9-970c-71a881c07e16;6a688541-b16a-45ca-8aa9-fa700373279f;96687729-d389-4974-8f35-4e9004201681
;PTdoB;;90ee0f31-5e30-416a-b524-2105e92fe1d2;6a688541-b16a-45ca-8aa9-fa700373279f;c7b84521-4bdc-4c3a-b290-ae409e075da7
;PMB;;90ee0f31-5e30-416a-b524-2105e92fe1d2;6a688541-b16a-45ca-8aa9-fa700373279f;2fa18c2b-3f78-4f29-81b1-1e5177087056
;PTdoB;;90ee0f31-5e30-416a-b524-2105e92fe1d2;6a688541-b16a-45ca-8aa9-fa700373279f;760bb25f-3ae3-4d61-a70a-dd81ec215158
;PP;;90ee0f31-5e30-416a-b524-2105e92fe1d2;6a688541-b16a-45ca-8aa9-fa700373279f;bc51e044-666a-4bc2-8636-e0b5aa6a43fd
;PSB;;4741ed10-4393-4967-8922-77c90bdcec88;6a688541-b16a-45ca-8aa9-fa700373279f;9f293d11-2258-48fb-ad2c-18d17d777938
;S.PART.;;4741ed10-4393-4967-8922-77c90bdcec88;6a688541-b16a-45ca-8aa9-fa700373279f;ffecb13c-366b-47ed-8579-3dee4986cbe5
;PMDB;;6c23d519-8090-411e-8aa2-605b21cf54f5;6a688541-b16a-45ca-8aa9-fa700373279f;f99c2bf6-82ab-4529-94fb-2b6e7d582914
;PSD;;6c23d519-8090-411e-8aa2-605b21cf54f5;6a688541-b16a-45ca-8aa9-fa700373279f;b63d1f02-cbb1-496b-8d30-0ce858307181
;DEM;;3f8c9516-7cae-42b7-9b1e-3b2f495b3f37;6a688541-b16a-45ca-8aa9-fa700373279f;69fbad2a-a61a-4c5a-a297-5a6a93076e67
;PT;;88c627b9-416b-4274-b918-0df57e525694;6a688541-b16a-45ca-8aa9-fa700373279f;18713278-7b1a-4128-85a0-7b098f1b357a
;PDT;;48ced01a-b618-4314-8231-acf12757148c;6a688541-b16a-45ca-8aa9-fa700373279f;80da797a-a14a-4448-b283-aa831ca2d9f6
;PSD;;dc1d858b-f31c-4fd2-bdc7-4edb537eee14;6a688541-b16a-45ca-8aa9-fa700373279f;5837ddc7-6f32-4fa8-abd1-2afc931bf757
;PROS;;dc1d858b-f31c-4fd2-bdc7-4edb537eee14;6a688541-b16a-45ca-8aa9-fa700373279f;9aabf5ad-372d-45bf-85f9-4d788fb520d9
;PSB;;4b1e3baa-2862-4408-93be-fb932e55c0fe;6a688541-b16a-45ca-8aa9-fa700373279f;f31a5dc8-29d1-4b35-8292-d245a7c7fb84
;PSDB;;60ca1f38-b961-4c81-b00f-d76d5aed1a7e;6a688541-b16a-45ca-8aa9-fa700373279f;ebd29198-c0f4-4b8b-a9e2-4790bf6cebaa
;PDT;;edf32f6c-c39c-4331-8ba6-51d49a59b801;6a688541-b16a-45ca-8aa9-fa700373279f;341a7a56-32d1-43d7-bc40-18ceb98767c8
;PV;;2d752cc2-d443-4768-b752-33678868fa17;6a688541-b16a-45ca-8aa9-fa700373279f;772bfc4d-c287-4569-afeb-471123e66aa8
;PMB;;2d752cc2-d443-4768-b752-33678868fa17;6a688541-b16a-45ca-8aa9-fa700373279f;2cd51029-138f-4614-86d8-7adda95f1b12
;PMDB;;2d752cc2-d443-4768-b752-33678868fa17;6a688541-b16a-45ca-8aa9-fa700373279f;d297f504-3057-41cf-b82e-9305ece29bf9
;PMDB;;f23c1d52-1aa8-4099-98f9-bb9d6465561f;6a688541-b16a-45ca-8aa9-fa700373279f;5e48010d-da98-49dd-8cc5-925f3688e3c8
;SD;;f84ecb6c-e92c-4882-9843-003051be682e;6a688541-b16a-45ca-8aa9-fa700373279f;8e556479-87f2-4523-8bb6-3bef905fae76
;PMB;;f84ecb6c-e92c-4882-9843-003051be682e;6a688541-b16a-45ca-8aa9-fa700373279f;2f4641d8-683b-400b-8e07-0c25995d3736
;PTN;;f84ecb6c-e92c-4882-9843-003051be682e;6a688541-b16a-45ca-8aa9-fa700373279f;f4ce1a1a-d97e-4f30-9d0e-65793d17773d
;PODE;;f84ecb6c-e92c-4882-9843-003051be682e;6a688541-b16a-45ca-8aa9-fa700373279f;ef33b09f-6984-4c00-ac41-ed890f67874a
;PSB;;94d0868b-83d0-4d6b-83ad-6f0b829b5f5e;6a688541-b16a-45ca-8aa9-fa700373279f;b0393423-d455-42c7-94ec-ca3dd07eacf3
;S.PART.;;94d0868b-83d0-4d6b-83ad-6f0b829b5f5e;6a688541-b16a-45ca-8aa9-fa700373279f;2af2e7a3-748e-4266-b0a7-c1202df1249d
