,cam:finishDate,cam:siglaUFRepresentacao,cam:startDate,org:member,org:role,slp:resource_uri_x,cam:dataFalecimento,cam:dataNascimento,cam:ideCadastro,cam:nomeCivil,cam:nomeParlamentarAtual,slp:resource_uri_y
739,,PR,2016-07-16,eb090a25-6a31-48ba-b8ea-5220c919c4ce,22a2ecf6-5f03-4da9-bc89-48319d152403,49f81d2b-ae02-48c5-a41f-aba736ab8d2d,,1959-09-26,160578,EDMAR DE SOUZA ARRUDA,EDMAR ARRUDA,eb090a25-6a31-48ba-b8ea-5220c919c4ce
740,,RJ,2016-07-18,fb0e038c-ccc4-48e0-bcbb-1e1cf8626435,22a2ecf6-5f03-4da9-bc89-48319d152403,084679c3-b164-4b61-a454-7a100cd11ab9,,1957-01-19,73568,CELSO ALENCAR RAMOS JACOB,CELSO JACOB,fb0e038c-ccc4-48e0-bcbb-1e1cf8626435
741,2016-10-18,SC,2016-07-19,05aae140-c7f5-4c84-aa55-fac7d5d6911e,22a2ecf6-5f03-4da9-bc89-48319d152403,875d66f4-8796-4abe-88f6-bcf26b0e4231,,1969-08-28,192120,ANGELA ALBINO,ANGELA ALBINO,05aae140-c7f5-4c84-aa55-fac7d5d6911e
742,2016-09-12,RJ,2016-07-20,b22efa3d-d381-4c89-a6e3-bf92f057be3b,22a2ecf6-5f03-4da9-bc89-48319d152403,6381097f-2b3c-4df1-852f-33bf0695b6f1,,1963-05-01,74856,MARIA LAURA MONTEZA DE SOUZA CARNEIRO,LAURA CARNEIRO,b22efa3d-d381-4c89-a6e3-bf92f057be3b
743,2016-10-10,PE,2016-07-20,4c176457-eff6-4694-9906-f3efbbd70dd8,22a2ecf6-5f03-4da9-bc89-48319d152403,a2173b9a-2be3-46a6-ae44-34028bdfc3e1,,1952-03-14,167614,SEVERINO DE SOUZA SILVA,SEVERINO NINHO,4c176457-eff6-4694-9906-f3efbbd70dd8
744,,BA,2016-07-25,180b660a-b855-48f5-bda7-8cc27cd4f91f,22a2ecf6-5f03-4da9-bc89-48319d152403,1c908516-7c68-46d9-8147-332f839732fa,,1960-12-27,74571,NELSON VICENTE PORTELA PELLEGRINO,NELSON PELLEGRINO,180b660a-b855-48f5-bda7-8cc27cd4f91f
745,2016-08-29,PE,2016-07-25,24689a93-609f-48d6-822b-59b47c171844,22a2ecf6-5f03-4da9-bc89-48319d152403,4af149d7-6962-4f01-8605-6c89bfbd3a2e,,1962-04-28,194259,GUILHERME CRUZ DE SOUZA COELHO,GUILHERME COELHO,24689a93-609f-48d6-822b-59b47c171844
746,2016-11-30,PB,2016-08-02,f0faefe8-613a-457e-9f7a-80ee47f7fc05,22a2ecf6-5f03-4da9-bc89-48319d152403,4d7222a7-4a3e-4af6-999f-d2023bb31a01,,1990-07-26,195143,ANDRÉ AUGUSTO CASTRO DO AMARAL FILHO,ANDRÉ AMARAL,f0faefe8-613a-457e-9f7a-80ee47f7fc05
747,2018-04-04,AC,2016-08-16,d6b42944-185d-46df-b139-0cbb735b88ef,22a2ecf6-5f03-4da9-bc89-48319d152403,bcd521f4-4e3a-4695-ab5b-3dd336c0a972,,1963-08-11,195278,MOISES DINIZ LIMA,MOISÉS DINIZ,d6b42944-185d-46df-b139-0cbb735b88ef
748,2016-12-22,MT,2016-08-25,be2e1629-8047-4097-aa5f-1bb24030402b,22a2ecf6-5f03-4da9-bc89-48319d152403,3982e1e7-af56-431c-b7ee-b41d659dbd8d,,1949-08-27,73831,José Augusto da Silva Curvo,TAMPINHA,be2e1629-8047-4097-aa5f-1bb24030402b
749,,PE,2016-08-29,bac4e022-cd17-4488-8042-87657f878e69,22a2ecf6-5f03-4da9-bc89-48319d152403,538f4934-9689-4aea-8c25-c8377c85a90c,,1961-07-22,74471,ANDRÉ CARLOS ALVES DE PAULA FILHO,ANDRÉ DE PAULA,bac4e022-cd17-4488-8042-87657f878e69
750,2016-10-04,RJ,2016-09-12,e5c2e6a8-f90b-41d8-ac0e-039fa75c0cff,22a2ecf6-5f03-4da9-bc89-48319d152403,a43a7e55-1915-4584-93ed-ae7d475beedd,,1956-05-18,160612,SERGIO ZVEITER,SERGIO ZVEITER,e5c2e6a8-f90b-41d8-ac0e-039fa75c0cff
751,2016-11-29,RJ,2016-09-14,b22efa3d-d381-4c89-a6e3-bf92f057be3b,22a2ecf6-5f03-4da9-bc89-48319d152403,3e343367-9cca-405a-be7c-c80bf3d1acff,,1963-05-01,74856,MARIA LAURA MONTEZA DE SOUZA CARNEIRO,LAURA CARNEIRO,b22efa3d-d381-4c89-a6e3-bf92f057be3b
752,,CE,2016-09-15,c5830278-3b13-43b0-8dbd-6b22d04918d2,22a2ecf6-5f03-4da9-bc89-48319d152403,3115941c-9e4a-4315-8c79-39a598067a3d,,1953-06-07,74212,ANÍBAL FERREIRA GOMES,ANÍBAL GOMES,c5830278-3b13-43b0-8dbd-6b22d04918d2
753,,RJ,2016-09-16,9f043e06-b534-4348-bb54-924da092c732,22a2ecf6-5f03-4da9-bc89-48319d152403,8811c0ec-ce86-44a0-a4c7-14307e0b05c5,,1942-04-26,73701,BENEDITA SOUZA DA SILVA SAMPAIO,BENEDITA DA SILVA,9f043e06-b534-4348-bb54-924da092c732
754,2016-09-30,RS,2016-09-21,7aeee2ef-1887-416e-b04b-6f23cf7c46ff,22a2ecf6-5f03-4da9-bc89-48319d152403,b6e11684-7158-4aa8-814f-0a811a82b6eb,,1979-05-23,179001,MARCIO DELLA VALLE BIOLCHI,MÁRCIO BIOLCHI,7aeee2ef-1887-416e-b04b-6f23cf7c46ff
755,,AL,2016-09-22,12742186-5bc8-4bd9-932c-fe247f8c6f3c,22a2ecf6-5f03-4da9-bc89-48319d152403,0d2afc71-6bfc-4933-b5d8-ed22b85639b8,,1958-01-08,178841,JOSÉ CÍCERO SOARES DE ALMEIDA,CÍCERO ALMEIDA,12742186-5bc8-4bd9-932c-fe247f8c6f3c
756,2017-01-16,RS,2016-09-30,8b7d1c93-c6c5-4e6d-b2de-93a4c5d09a8e,22a2ecf6-5f03-4da9-bc89-48319d152403,8f328e9c-f08e-4b30-8c00-99ae44f916da,,1971-11-20,194262,JONES ALEXANDRE MARTINS,JONES MARTINS,8b7d1c93-c6c5-4e6d-b2de-93a4c5d09a8e
757,2016-10-17,RJ,2016-10-04,92d7646f-0b61-48ff-bdd0-c234456eab80,22a2ecf6-5f03-4da9-bc89-48319d152403,5d748cec-c5d0-4976-bc39-9615d1a1a1f6,,1956-05-06,191945,JOSÉ AUGUSTO NALIN,ZÉ AUGUSTO NALIN,92d7646f-0b61-48ff-bdd0-c234456eab80
758,2017-02-01,SP,2016-10-04,a2b88193-0107-4795-9a8f-0fb80c42d4e0,22a2ecf6-5f03-4da9-bc89-48319d152403,2fe1eb87-20bc-4400-8ec1-22544fa32d5f,,1972-11-20,195581,RICARDO ANTONIO BUAINAIN DIAS,RICARDO BENTINHO,a2b88193-0107-4795-9a8f-0fb80c42d4e0
759,2016-10-11,AL,2016-10-10,6dd4164a-700d-4a64-9c01-39e20f25d26a,22a2ecf6-5f03-4da9-bc89-48319d152403,74700d62-fb33-4b6e-8d33-9acf94955556,,1979-11-28,178843,MARX BELTRÃO LIMA SIQUEIRA,MARX BELTRÃO,6dd4164a-700d-4a64-9c01-39e20f25d26a
760,2016-10-11,PE,2016-10-10,4741ed10-4393-4967-8922-77c90bdcec88,22a2ecf6-5f03-4da9-bc89-48319d152403,82b6acf4-67c2-4a1f-b0cb-0f2284f3eb80,,1984-02-28,141431,FERNANDO BEZERRA DE SOUZA COELHO FILHO,FERNANDO COELHO FILHO,4741ed10-4393-4967-8922-77c90bdcec88
761,2016-10-11,PE,2016-10-10,f37f28b2-5516-44a2-a66c-8a9e85f0af7d,22a2ecf6-5f03-4da9-bc89-48319d152403,03df48cb-665a-4b3b-b480-13ea806041e9,,1972-03-15,141394,BRUNO CAVALCANTI DE ARAÚJO,BRUNO ARAÚJO,f37f28b2-5516-44a2-a66c-8a9e85f0af7d
762,2016-10-25,PE,2016-10-11,f8fd57e7-1938-4cc7-b1b6-027ce3157bf2,22a2ecf6-5f03-4da9-bc89-48319d152403,4185d424-e36d-46aa-98c6-b021fd2c2dfb,,1936-07-10,194258,CLEUZA PEREIRA DO NASCIMENTO,CREUZA PEREIRA,f8fd57e7-1938-4cc7-b1b6-027ce3157bf2
763,2017-08-02,AL,2016-10-17,67e2137b-bf63-461f-ba62-6006695f2895,22a2ecf6-5f03-4da9-bc89-48319d152403,b9c07b33-0311-46d9-99c6-6c4a0ed433b5,,1973-04-22,146949,ROSEANE CAVALCANTE DE FREITAS ESTRELA,ROSINHA DA ADEFAL,67e2137b-bf63-461f-ba62-6006695f2895
764,2016-10-21,RJ,2016-10-17,75fd6638-b0a9-4086-89ec-fe248676f3d4,22a2ecf6-5f03-4da9-bc89-48319d152403,8d28bfbf-0870-481a-8e35-6cb97c835257,,1991-05-07,178942,MARCO ANTONIO NEVES CABRAL,MARCO ANTÔNIO CABRAL,75fd6638-b0a9-4086-89ec-fe248676f3d4
765,2016-10-21,PI,2016-10-18,1d7fb67f-e08e-433c-a02a-ad8ddfca8c18,22a2ecf6-5f03-4da9-bc89-48319d152403,6cb2e144-ea74-42e1-967d-3e613abd9f3f,,1972-09-04,178925,REJANE RIBEIRO SOUSA DIAS,REJANE DIAS,1d7fb67f-e08e-433c-a02a-ad8ddfca8c18
766,2016-10-19,PE,2016-10-18,13a5b77c-2c3d-4044-9c80-1f91350f847a,22a2ecf6-5f03-4da9-bc89-48319d152403,5b2c2bfd-0b0c-47fc-ba14-c7edc70e3feb,,1952-04-03,74048,RAUL BELENS JUNGMANN PINTO,RAUL JUNGMANN,13a5b77c-2c3d-4044-9c80-1f91350f847a
767,,BA,2016-10-18,79864b9a-c1cc-4244-8c61-a2fc28504ce2,22a2ecf6-5f03-4da9-bc89-48319d152403,2b8a4f9a-5fc4-47ce-924d-21ee6e3f2dcb,,1966-11-04,178855,ANTONIO LAZARO SILVA,IRMÃO LAZARO,79864b9a-c1cc-4244-8c61-a2fc28504ce2
768,2016-10-24,SC,2016-10-18,19eaff28-3ded-4e14-a944-af29bfe76b3a,22a2ecf6-5f03-4da9-bc89-48319d152403,9a39d2d8-bb13-4713-90cf-342f9cc2c64b,,1957-11-08,73720,César Antonio de Souza,CESAR SOUZA,19eaff28-3ded-4e14-a944-af29bfe76b3a
769,2016-10-21,PI,2016-10-18,badbf483-2dd5-43e5-b046-4f5a2a3779b4,22a2ecf6-5f03-4da9-bc89-48319d152403,9ee58d89-d8dc-4157-a9ee-2c6df3ef147c,,1972-12-31,178924,FABIO ABREU COSTA,CAPITÃO FÁBIO ABREU,badbf483-2dd5-43e5-b046-4f5a2a3779b4
770,2016-10-21,SP,2016-10-19,7dd105df-c756-44c3-9a42-7655937beeda,22a2ecf6-5f03-4da9-bc89-48319d152403,309d7efa-6c47-47ff-938f-e065fbbb76c7,,1968-04-14,178979,ANTONIO FLORIANO PEREIRA PESARO,FLORIANO PESARO,7dd105df-c756-44c3-9a42-7655937beeda
771,2016-10-21,SP,2016-10-19,2b913d98-5ab3-4605-937d-ec26e40f09c7,22a2ecf6-5f03-4da9-bc89-48319d152403,ca8211d6-4ca3-4836-a68f-b07746da5061,,1963-02-09,178990,SAMUEL MOREIRA DA SILVA JUNIOR,SAMUEL MOREIRA,2b913d98-5ab3-4605-937d-ec26e40f09c7
772,2016-10-20,PE,2016-10-19,4c176457-eff6-4694-9906-f3efbbd70dd8,22a2ecf6-5f03-4da9-bc89-48319d152403,d519d298-7e8c-447a-a997-126984078ae1,,1952-03-14,167614,SEVERINO DE SOUZA SILVA,SEVERINO NINHO,4c176457-eff6-4694-9906-f3efbbd70dd8
773,2016-10-21,SP,2016-10-19,2fdff796-f474-47d6-93af-97f28bc47c3b,22a2ecf6-5f03-4da9-bc89-48319d152403,8ac621d6-4dd6-408f-acd3-3e743a3e550e,,1974-05-10,88950,RODRIGO GARCIA,RODRIGO GARCIA,2fdff796-f474-47d6-93af-97f28bc47c3b
774,,PR,2016-10-19,a689115b-e230-41af-9201-7886dfd2b7ad,22a2ecf6-5f03-4da9-bc89-48319d152403,035921ba-9f5a-43d7-8e2d-cbe55d28fab8,,1939-08-13,73786,REINHOLD STEPHANES,REINHOLD STEPHANES,a689115b-e230-41af-9201-7886dfd2b7ad
775,2016-10-21,SP,2016-10-19,882eccc7-1b37-4b79-a865-c66fc77eae5e,22a2ecf6-5f03-4da9-bc89-48319d152403,50809d68-3446-4b2c-91c9-e5834a31bd75,,1955-05-08,141391,ARNALDO CALIL PEREIRA JARDIM,ARNALDO JARDIM,882eccc7-1b37-4b79-a865-c66fc77eae5e
776,,MA,2016-10-19,c847237c-fde9-4a7b-8457-a7c318948313,22a2ecf6-5f03-4da9-bc89-48319d152403,98498778-3a16-40a3-bf6e-6b0bb98f92df,,1989-08-27,178882,ANDRE LUIZ CARVALHO RIBEIRO,ANDRÉ FUFUCA,c847237c-fde9-4a7b-8457-a7c318948313
777,2016-10-26,PE,2016-10-20,f37f28b2-5516-44a2-a66c-8a9e85f0af7d,22a2ecf6-5f03-4da9-bc89-48319d152403,7b681c05-893c-4053-a491-0e9f7a72bb1f,,1972-03-15,141394,BRUNO CAVALCANTI DE ARAÚJO,BRUNO ARAÚJO,f37f28b2-5516-44a2-a66c-8a9e85f0af7d
778,2017-10-19,PI,2016-10-21,bcc8070d-6853-426f-8748-ec700fb17547,22a2ecf6-5f03-4da9-bc89-48319d152403,eaa0210c-01c7-4238-98a4-7ce0ec08b821,,1971-01-30,187008,SILAS FREIRE PEREIRA E SILVA,SILAS FREIRE,bcc8070d-6853-426f-8748-ec700fb17547
779,2016-11-23,SP,2016-10-21,9f01ecc6-c701-42f0-af53-77a81ee1cc2d,22a2ecf6-5f03-4da9-bc89-48319d152403,a3d9faa1-c3bd-4819-a481-e37f984dac5f,,1942-04-20,73805,ROBERTO JOÃO PEREIRA FREIRE,ROBERTO FREIRE,9f01ecc6-c701-42f0-af53-77a81ee1cc2d
780,2016-10-24,PI,2016-10-21,b70c9aff-a556-4d48-8a36-ce38da014a51,22a2ecf6-5f03-4da9-bc89-48319d152403,cee5fcba-131e-4108-910d-8c98f4f78521,,1958-09-17,188097,MERLONG SOLANO NOGUEIRA,MERLONG SOLANO,b70c9aff-a556-4d48-8a36-ce38da014a51
781,2017-10-19,SP,2016-10-21,d2fad348-cc18-4efe-b3ca-c87025d2c61d,22a2ecf6-5f03-4da9-bc89-48319d152403,1edf88d9-b74a-4dea-848f-630ec6e992ce,,1973-09-16,160660,MARCELO THEODORO DE AGUIAR,MARCELO AGUIAR,d2fad348-cc18-4efe-b3ca-c87025d2c61d
782,,SP,2016-10-21,c9f5587f-cf1c-46c8-a038-9ec11c182c64,22a2ecf6-5f03-4da9-bc89-48319d152403,596ef7c4-4902-4459-bf0a-912eaf902f27,,1957-06-18,74277,ANTONIO ADOLPHO LOBBE NETO,LOBBE NETO,c9f5587f-cf1c-46c8-a038-9ec11c182c64
783,,SP,2016-10-21,fccb2032-ac27-4cb1-8baf-dfd5ac60cf86,22a2ecf6-5f03-4da9-bc89-48319d152403,2d31cfef-e5a5-4bd5-8c54-2f142940fef7,,1946-06-13,73584,ANTONIO CARLOS DE MENDES THAME,ANTONIO CARLOS MENDES THAME,fccb2032-ac27-4cb1-8baf-dfd5ac60cf86
784,2017-01-04,SC,2016-10-24,05aae140-c7f5-4c84-aa55-fac7d5d6911e,22a2ecf6-5f03-4da9-bc89-48319d152403,8ea39173-24cc-4b6a-beca-0d0c1c800128,,1969-08-28,192120,ANGELA ALBINO,ANGELA ALBINO,05aae140-c7f5-4c84-aa55-fac7d5d6911e
785,2017-10-19,PI,2016-10-24,24485465-1f9c-4170-97ea-64525c56c789,22a2ecf6-5f03-4da9-bc89-48319d152403,41c071b1-36a1-4ab1-a11e-5ae4ca5a7a61,,1974-07-31,151965,JOSÉ DE ANDRADE MAIA FILHO,MAIA FILHO,24485465-1f9c-4170-97ea-64525c56c789
786,,RJ,2016-10-25,e5c2e6a8-f90b-41d8-ac0e-039fa75c0cff,22a2ecf6-5f03-4da9-bc89-48319d152403,63c3ad9f-4b72-4284-92b7-0b61a825be04,,1956-05-18,160612,SERGIO ZVEITER,SERGIO ZVEITER,e5c2e6a8-f90b-41d8-ac0e-039fa75c0cff
787,2016-10-26,PE,2016-10-25,4741ed10-4393-4967-8922-77c90bdcec88,22a2ecf6-5f03-4da9-bc89-48319d152403,afe5ae34-cb11-45be-b415-00e34b18d941,,1984-02-28,141431,FERNANDO BEZERRA DE SOUZA COELHO FILHO,FERNANDO COELHO FILHO,4741ed10-4393-4967-8922-77c90bdcec88
788,2017-04-26,PE,2016-10-26,f8fd57e7-1938-4cc7-b1b6-027ce3157bf2,22a2ecf6-5f03-4da9-bc89-48319d152403,2b3390c5-3783-4bbd-a6cd-391d1d863967,,1936-07-10,194258,CLEUZA PEREIRA DO NASCIMENTO,CREUZA PEREIRA,f8fd57e7-1938-4cc7-b1b6-027ce3157bf2
789,,PR,2016-11-01,5af75f2b-17ff-440e-8d23-c96429ee526c,22a2ecf6-5f03-4da9-bc89-48319d152403,2f40dd86-a65c-4b69-8d56-13d468e246a4,,1969-03-20,180545,OSMAR STUART BERTOLDI,OSMAR BERTOLDI,5af75f2b-17ff-440e-8d23-c96429ee526c
790,2016-11-09,PE,2016-11-08,13a5b77c-2c3d-4044-9c80-1f91350f847a,22a2ecf6-5f03-4da9-bc89-48319d152403,94bcf78b-9a97-482c-b92b-d38a07cc45bc,,1952-04-03,74048,RAUL BELENS JUNGMANN PINTO,RAUL JUNGMANN,13a5b77c-2c3d-4044-9c80-1f91350f847a
791,,SE,2016-11-10,17c7295e-824b-496f-b235-9c26a841aeda,22a2ecf6-5f03-4da9-bc89-48319d152403,8b8e9523-1182-4b98-90b6-f1f14febd969,,1980-10-01,141384,ANTÔNIO CARLOS VALADARES FILHO,VALADARES FILHO,17c7295e-824b-496f-b235-9c26a841aeda
792,2017-04-26,PE,2016-11-10,4c176457-eff6-4694-9906-f3efbbd70dd8,22a2ecf6-5f03-4da9-bc89-48319d152403,d6235b39-aa20-4edc-a8cf-aa5874d34151,,1952-03-14,167614,SEVERINO DE SOUZA SILVA,SEVERINO NINHO,4c176457-eff6-4694-9906-f3efbbd70dd8
793,,GO,2016-11-12,d8cb3a2a-6e4e-49bd-9102-bf7119051ec3,22a2ecf6-5f03-4da9-bc89-48319d152403,4466747f-f713-4109-b1d6-b2a212f6e81d,,1978-02-06,160596,HEULER ABREU CRUVINEL,HEULER CRUVINEL,d8cb3a2a-6e4e-49bd-9102-bf7119051ec3
794,2017-10-19,SP,2016-11-23,ec02291d-aa1c-497a-b718-773bdbdd6ad1,22a2ecf6-5f03-4da9-bc89-48319d152403,1338a1fe-6ce5-4821-b6f5-90916dab37a2,,1975-05-13,195997,POLLYANA FATIMA GAMA SANTOS,POLLYANA GAMA,ec02291d-aa1c-497a-b718-773bdbdd6ad1
795,2017-04-26,MA,2016-11-25,c2957e30-5fc5-4395-978a-dfc0787bff40,22a2ecf6-5f03-4da9-bc89-48319d152403,f3ae266f-4528-4c05-8f97-1d09414ead35,,1946-10-01,141474,JULIÃO AMIN CASTRO,JULIÃO AMIN,c2957e30-5fc5-4395-978a-dfc0787bff40
796,,RJ,2016-11-29,79d19612-2eb2-4c4f-b889-de31d901cc49,22a2ecf6-5f03-4da9-bc89-48319d152403,fc0a5762-4680-4786-b571-5edc51e883ea,,1937-03-11,74833,AROLDE DE OLIVEIRA,AROLDE DE OLIVEIRA,79d19612-2eb2-4c4f-b889-de31d901cc49
797,,PB,2016-11-30,bd150be5-b552-4712-b1f5-10dfba06d9d2,22a2ecf6-5f03-4da9-bc89-48319d152403,61c3b908-0094-40d1-b8dd-d2b2ce5f0399,,1970-07-17,178913,VENEZIANO VITAL DO RÊGO SEGUNDO NETO,VENEZIANO VITAL DO RÊGO,bd150be5-b552-4712-b1f5-10dfba06d9d2
798,,MA,2016-12-19,52b845a2-74d8-4732-b21e-0e844e51b709,22a2ecf6-5f03-4da9-bc89-48319d152403,10af7411-227e-40cf-9b41-90da610c7839,,1969-10-14,81366,LUANA MARIA DA SILVA COSTA,LUANA COSTA,52b845a2-74d8-4732-b21e-0e844e51b709
799,2017-08-14,AM,2016-12-22,74ae0424-4c3c-4615-b404-7a725b15c9ba,22a2ecf6-5f03-4da9-bc89-48319d152403,0840301f-b44d-4151-8f5d-4d138ced2041,,1964-08-31,141522,RAIMUNDO SABINO CASTELO BRANCO MAUÉS,SABINO CASTELO BRANCO,74ae0424-4c3c-4615-b404-7a725b15c9ba
800,2018-01-06,AM,2016-12-22,74ae0424-4c3c-4615-b404-7a725b15c9ba,22a2ecf6-5f03-4da9-bc89-48319d152403,191427b1-b2be-4f27-bac0-7e8233743686,,1964-08-31,141522,RAIMUNDO SABINO CASTELO BRANCO MAUÉS,SABINO CASTELO BRANCO,74ae0424-4c3c-4615-b404-7a725b15c9ba
801,2018-02-04,AM,2016-12-22,74ae0424-4c3c-4615-b404-7a725b15c9ba,22a2ecf6-5f03-4da9-bc89-48319d152403,84e41260-da8d-468c-8297-31b7b51c1579,,1964-08-31,141522,RAIMUNDO SABINO CASTELO BRANCO MAUÉS,SABINO CASTELO BRANCO,74ae0424-4c3c-4615-b404-7a725b15c9ba
802,2018-03-05,AM,2016-12-22,74ae0424-4c3c-4615-b404-7a725b15c9ba,22a2ecf6-5f03-4da9-bc89-48319d152403,e29f8c83-50ad-449a-b7a9-eb8d71fc3452,,1964-08-31,141522,RAIMUNDO SABINO CASTELO BRANCO MAUÉS,SABINO CASTELO BRANCO,74ae0424-4c3c-4615-b404-7a725b15c9ba
803,2018-04-03,AM,2016-12-22,74ae0424-4c3c-4615-b404-7a725b15c9ba,22a2ecf6-5f03-4da9-bc89-48319d152403,28e6f7d3-8762-48f7-908e-f04a2cdfddd1,,1964-08-31,141522,RAIMUNDO SABINO CASTELO BRANCO MAUÉS,SABINO CASTELO BRANCO,74ae0424-4c3c-4615-b404-7a725b15c9ba
804,,MT,2016-12-22,7897a8a5-b64e-4fcb-8b81-d8c6a6928d29,22a2ecf6-5f03-4da9-bc89-48319d152403,09495f9a-e037-4a0e-bcd0-9e777d0e7eea,,1961-04-30,148134,VICTORIO GALLI FILHO,PROFESSOR VICTÓRIO GALLI,7897a8a5-b64e-4fcb-8b81-d8c6a6928d29
805,,RJ,2016-12-28,5e385bcb-94be-4940-8335-f09cfe920808,22a2ecf6-5f03-4da9-bc89-48319d152403,c5145ffc-a832-4d1e-93ac-bbeaeccf5658,,1956-04-11,189593,WADIH NEMER DAMOUS FILHO,WADIH DAMOUS,5e385bcb-94be-4940-8335-f09cfe920808
806,,RJ,2017-01-01,b22efa3d-d381-4c89-a6e3-bf92f057be3b,22a2ecf6-5f03-4da9-bc89-48319d152403,6143b15e-96c4-42ef-a8e0-4d7c81325119,,1963-05-01,74856,MARIA LAURA MONTEZA DE SOUZA CARNEIRO,LAURA CARNEIRO,b22efa3d-d381-4c89-a6e3-bf92f057be3b
807,,RJ,2017-01-01,92d7646f-0b61-48ff-bdd0-c234456eab80,22a2ecf6-5f03-4da9-bc89-48319d152403,7d56b5c0-b083-4e73-a216-d95b91ab27a6,,1956-05-06,191945,JOSÉ AUGUSTO NALIN,ZÉ AUGUSTO NALIN,92d7646f-0b61-48ff-bdd0-c234456eab80
808,,SP,2017-01-01,aaa9ca3c-7989-41e5-9485-baa9ed9efc39,22a2ecf6-5f03-4da9-bc89-48319d152403,4e16667c-e4b0-42ed-a625-5da9f07d7c29,,1961-07-17,141560,WALTER SHINDI IIHOSHI,WALTER IHOSHI,aaa9ca3c-7989-41e5-9485-baa9ed9efc39
809,,PR,2017-01-01,69255beb-35bf-40ee-85e8-f94e3648dd10,22a2ecf6-5f03-4da9-bc89-48319d152403,ad1ac3e4-74bc-4b67-b8d3-18e3db4f1c10,,1948-09-17,160566,NELSON PADOVANI,NELSON PADOVANI,69255beb-35bf-40ee-85e8-f94e3648dd10
810,2017-08-01,BA,2017-01-01,2f501697-a2c1-4ea3-a318-58f18fd98d47,22a2ecf6-5f03-4da9-bc89-48319d152403,104067c4-a8e0-4e91-ac9a-ee54664fa14a,,1960-11-07,101309,DAVIDSON DE MAGALHÃES SANTOS,DAVIDSON MAGALHÃES,2f501697-a2c1-4ea3-a318-58f18fd98d47
811,,CE,2017-01-01,68055b96-ea10-46cd-847a-dae113abd13e,22a2ecf6-5f03-4da9-bc89-48319d152403,cf266cb8-8944-4f25-a974-24352197b3a8,,1938-10-11,74103,FRANCISCO ARIOSTO HOLANDA,ARIOSTO HOLANDA,68055b96-ea10-46cd-847a-dae113abd13e
812,,PB,2017-01-01,f0faefe8-613a-457e-9f7a-80ee47f7fc05,22a2ecf6-5f03-4da9-bc89-48319d152403,5cfda392-bc82-4f9c-ba0e-e317f8b14ff3,,1990-07-26,195143,ANDRÉ AUGUSTO CASTRO DO AMARAL FILHO,ANDRÉ AMARAL,f0faefe8-613a-457e-9f7a-80ee47f7fc05
813,2017-05-23,SP,2017-01-02,0cad898e-314c-42ee-9bbb-5ce1578ba9dd,22a2ecf6-5f03-4da9-bc89-48319d152403,6aace947-bef3-471a-b56d-9624680830b8,,1969-07-18,196359,ADERMIS MARINI JUNIOR,ADÉRMIS MARINI,0cad898e-314c-42ee-9bbb-5ce1578ba9dd
814,,MG,2017-01-02,303105e6-55c1-40f0-aa82-b96dc7db0124,22a2ecf6-5f03-4da9-bc89-48319d152403,0827e4f1-1a7b-48cb-8565-352835d85bec,,1971-03-12,171620,RENATO BARBOSA DE ANDRADE,RENATO ANDRADE,303105e6-55c1-40f0-aa82-b96dc7db0124
815,2017-08-02,RJ,2017-01-02,ab9b54c7-1071-41e5-ab76-ead16e26799c,22a2ecf6-5f03-4da9-bc89-48319d152403,00e79289-fe22-4777-ad94-5e21619db5de,,1970-01-16,193066,WILSON SILVA BESERRA,WILSON BESERRA,ab9b54c7-1071-41e5-ab76-ead16e26799c
816,,CE,2017-01-02,c4653838-829e-497b-a26a-3f5a17bacd22,22a2ecf6-5f03-4da9-bc89-48319d152403,b8a776ab-571e-485a-a5ff-dd4c767198d9,,1975-04-02,195866,FRANCISCO VAIDON OLIVEIRA,VAIDON OLIVEIRA,c4653838-829e-497b-a26a-3f5a17bacd22
817,,ES,2017-01-02,879aa805-d44f-401f-941c-c4fefaf4c146,22a2ecf6-5f03-4da9-bc89-48319d152403,5a39c1de-1bbc-405a-ad52-44bf41e73d8f,,1959-09-07,66179,NORMA AYUB ALVES,NORMA AYUB,879aa805-d44f-401f-941c-c4fefaf4c146
818,,RJ,2017-01-02,ee9fad9e-152d-4e89-9b3d-eab0165c30a6,22a2ecf6-5f03-4da9-bc89-48319d152403,b8b5930b-6487-41d7-9fd3-2bedbdf764e6,,1980-07-10,195826,MARCELO JANDRE DELAROLI,MARCELO DELAROLI,ee9fad9e-152d-4e89-9b3d-eab0165c30a6
819,2017-03-07,RJ,2017-01-02,48687c9a-de27-4884-8fae-8f6f75077ca6,22a2ecf6-5f03-4da9-bc89-48319d152403,d67b6e94-2b84-4f2c-b91b-8c537d5a3922,,1955-07-22,196358,LOURIVAL GOMES DE ALMEIDA,LOURIVAL GOMES,48687c9a-de27-4884-8fae-8f6f75077ca6
820,2017-01-30,PE,2017-01-02,24689a93-609f-48d6-822b-59b47c171844,22a2ecf6-5f03-4da9-bc89-48319d152403,afbf1b48-f957-40bc-b0f0-735cbe552a07,,1962-04-28,194259,GUILHERME CRUZ DE SOUZA COELHO,GUILHERME COELHO,24689a93-609f-48d6-822b-59b47c171844
