org:role;slp:resource_uri
d69fcc38-21a6-41ee-8c0f-90be24aff805;74176aa7-e873-4e6f-a3bc-ab626cb5464a
d69fcc38-21a6-41ee-8c0f-90be24aff805;ef190ac3-1a33-4c48-97c4-40ffa8c580be
d69fcc38-21a6-41ee-8c0f-90be24aff805;fc84e10d-05d0-4eaf-b560-b225acea9774
d69fcc38-21a6-41ee-8c0f-90be24aff805;0393ef78-fdaa-4632-9424-1be4490ffdf9
d69fcc38-21a6-41ee-8c0f-90be24aff805;03ef5f34-9610-4763-8043-c6952edf4962
d69fcc38-21a6-41ee-8c0f-90be24aff805;1d32d14a-19e8-4445-9d07-3d183bb3c64f
d69fcc38-21a6-41ee-8c0f-90be24aff805;6476d3b8-5d4a-470d-800b-8048865a2a6c
d69fcc38-21a6-41ee-8c0f-90be24aff805;536a46b1-e61f-42ce-ac8e-bc57f5cdf04e
d69fcc38-21a6-41ee-8c0f-90be24aff805;db731be9-cab4-49c6-979c-b295c0c5d3d1
d69fcc38-21a6-41ee-8c0f-90be24aff805;e75d5952-eec3-4dd2-87fb-e6dc34615ecb
d69fcc38-21a6-41ee-8c0f-90be24aff805;00ff324e-ec97-4105-a276-cea71eef4418
d69fcc38-21a6-41ee-8c0f-90be24aff805;3ea6cd58-b7f3-44dd-9e0d-0eeca12e999f
d69fcc38-21a6-41ee-8c0f-90be24aff805;e56b7b1d-aba7-4728-9baf-67ec3e4a647b
d69fcc38-21a6-41ee-8c0f-90be24aff805;a13943a1-a08f-4f64-bef2-b1b852084d41
d69fcc38-21a6-41ee-8c0f-90be24aff805;438106b3-56fb-4c8e-b0d2-5e191ebc6513
d69fcc38-21a6-41ee-8c0f-90be24aff805;89623056-7973-4209-a8aa-dd8e8f835a83
