org:role;sen:DataDesfiliacao;sen:DataFiliacao;sen:SiglaPartido;slp:resource_uri
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2011-02-03;PCdoB;57b15d79-2533-4288-a4e9-550146546888
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2015-02-01;PTB;6cfe1fc6-be4a-4974-8e50-1d1017c9dce4
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2017-07-01;PODE;461f0823-5bf5-4406-840d-7ae415ff51d6
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2017-06-30;2016-01-11;PV;58e1c67e-5ab1-46a4-b874-0b831005895e
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2016-01-07;2003-08-14;PSDB;a9ad966a-5dfe-4336-bea1-a7ab4c96bb79
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2003-08-13;2001-09-26;PDT;53677a54-e27a-4d6f-9513-87599516e753
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2001-09-25;1999-02-01;PSDB;2a99babb-a1c7-4ac4-b725-85b900fe99a3
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2011-10-26;PSD;774c3811-80c5-4095-9876-4f6ce3373bc4
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;2011-10-25;2007-02-01;PPS;7d05ffe1-1afd-4143-b41d-b824a0110889
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;1999-02-01;PSDB;20861842-94be-482e-9739-705705f87f04
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2011-02-03;PMDB;548cc982-21c5-4a37-abcd-c34da6e4e41f
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2015-02-01;PEN;8b272261-217c-4726-95b8-4d2d5bfe7faa
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2011-02-03;PSDB;599382ef-883b-4c9d-a92f-b539e4626130
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2009-11-05;PDT;c46606d3-6e05-475e-b1ad-e8f1debc9abb
ebf7f8f0-1b0a-4662-9ed8-c9bb19936ec0;;2011-02-03;PPS;a4e60f2b-e95e-4d30-a230-7840b7e7d822
